profileID,respID,qID,altID,obsID,upfront,discount,window,guaranteed,lv_2_charger_No,lv_2_charger_Yes,no_choice
138,213,4,1,1700,500,25,4,50,0,1,0
179,213,4,2,1700,300,50,1,75,0,1,0
0,213,4,3,1700,0,0,0,0,0,0,1
186,213,5,1,1701,500,10,2,75,0,1,0
192,213,5,2,1701,500,25,2,75,0,1,0
0,213,5,3,1701,0,0,0,0,0,0,1
142,213,6,1,1702,100,50,4,50,0,1,0
185,213,6,2,1702,300,10,2,75,0,1,0
0,213,6,3,1702,0,0,0,0,0,0,1
47,213,7,1,1703,300,25,2,25,0,1,0
156,213,7,2,1703,500,25,0.5,75,0,1,0
0,213,7,3,1703,0,0,0,0,0,0,1
51,213,8,1,1704,500,50,2,25,1,0,0
171,213,8,2,1704,500,25,1,75,1,0,0
0,213,8,3,1704,0,0,0,0,0,0,1
96,214,1,1,1705,500,10,1,50,0,1,0
167,214,1,2,1705,300,10,1,75,0,1,0
0,214,1,3,1705,0,0,0,0,0,0,1
204,214,2,1,1706,500,10,4,75,0,1,0
75,214,2,2,1706,500,10,0.5,50,1,0,0
0,214,2,3,1706,0,0,0,0,0,0,1
45,214,3,1,1707,500,25,2,25,1,0,0
126,214,3,2,1707,500,50,2,50,0,1,0
0,214,3,3,1707,0,0,0,0,0,0,1
102,214,4,1,1708,500,25,1,50,0,1,0
14,214,4,2,1708,300,50,0.5,25,1,0,0
0,214,4,3,1708,0,0,0,0,0,0,1
191,214,5,1,1709,300,25,2,75,0,1,0
12,214,5,2,1709,500,25,0.5,25,0,1,0
0,214,5,3,1709,0,0,0,0,0,0,1
61,214,6,1,1710,100,25,4,25,1,0,0
114,214,6,2,1710,500,10,2,50,0,1,0
0,214,6,3,1710,0,0,0,0,0,0,1
103,214,7,1,1711,100,50,1,50,1,0,0
119,214,7,2,1711,300,25,2,50,0,1,0
0,214,7,3,1711,0,0,0,0,0,0,1
168,214,8,1,1712,500,10,1,75,0,1,0
47,214,8,2,1712,300,25,2,25,0,1,0
0,214,8,3,1712,0,0,0,0,0,0,1
141,215,1,1,1713,500,50,4,50,1,0,0
188,215,1,2,1713,300,25,2,75,1,0,0
0,215,1,3,1713,0,0,0,0,0,0,1
40,215,2,1,1714,100,10,2,25,0,1,0
140,215,2,2,1714,300,50,4,50,1,0,0
0,215,2,3,1714,0,0,0,0,0,0,1
209,215,3,1,1715,300,25,4,75,0,1,0
118,215,3,2,1715,100,25,2,50,0,1,0
0,215,3,3,1715,0,0,0,0,0,0,1
63,215,4,1,1716,500,25,4,25,1,0,0
170,215,4,2,1716,300,25,1,75,1,0,0
0,215,4,3,1716,0,0,0,0,0,0,1
98,215,5,1,1717,300,25,1,50,1,0,0
166,215,5,2,1717,100,10,1,75,0,1,0
0,215,5,3,1717,0,0,0,0,0,0,1
31,215,6,1,1718,100,50,1,25,1,0,0
159,215,6,2,1718,500,50,0.5,75,1,0,0
0,215,6,3,1718,0,0,0,0,0,0,1
76,215,7,1,1719,100,10,0.5,50,0,1,0
190,215,7,2,1719,100,25,2,75,0,1,0
0,215,7,3,1719,0,0,0,0,0,0,1
139,215,8,1,1720,100,50,4,50,1,0,0
183,215,8,2,1720,500,10,2,75,1,0,0
0,215,8,3,1720,0,0,0,0,0,0,1
113,216,1,1,1721,300,10,2,50,0,1,0
37,216,1,2,1721,100,10,2,25,1,0,0
0,216,1,3,1721,0,0,0,0,0,0,1
203,216,2,1,1722,300,10,4,75,0,1,0
6,216,2,2,1722,500,10,0.5,25,0,1,0
0,216,2,3,1722,0,0,0,0,0,0,1
23,216,3,1,1723,300,10,1,25,0,1,0
204,216,3,2,1723,500,10,4,75,0,1,0
0,216,3,3,1723,0,0,0,0,0,0,1
149,216,4,1,1724,300,10,0.5,75,0,1,0
112,216,4,2,1724,100,10,2,50,0,1,0
0,216,4,3,1724,0,0,0,0,0,0,1
189,216,5,1,1725,500,25,2,75,1,0,0
66,216,5,2,1725,500,25,4,25,0,1,0
0,216,5,3,1725,0,0,0,0,0,0,1
128,216,6,1,1726,300,10,4,50,1,0,0
127,216,6,2,1726,100,10,4,50,1,0,0
0,216,6,3,1726,0,0,0,0,0,0,1
65,216,7,1,1727,300,25,4,25,0,1,0
12,216,7,2,1727,500,25,0.5,25,0,1,0
0,216,7,3,1727,0,0,0,0,0,0,1
25,216,8,1,1728,100,25,1,25,1,0,0
100,216,8,2,1728,100,25,1,50,0,1,0
0,216,8,3,1728,0,0,0,0,0,0,1
86,217,1,1,1729,300,50,0.5,50,1,0,0
12,217,1,2,1729,500,25,0.5,25,0,1,0
0,217,1,3,1729,0,0,0,0,0,0,1
144,217,2,1,1730,500,50,4,50,0,1,0
26,217,2,2,1730,300,25,1,25,1,0,0
0,217,2,3,1730,0,0,0,0,0,0,1
130,217,3,1,1731,100,10,4,50,0,1,0
210,217,3,2,1731,500,25,4,75,0,1,0
0,217,3,3,1731,0,0,0,0,0,0,1
21,217,4,1,1732,500,10,1,25,1,0,0
212,217,4,2,1732,300,50,4,75,1,0,0
0,217,4,3,1732,0,0,0,0,0,0,1
70,217,5,1,1733,100,50,4,25,0,1,0
48,217,5,2,1733,500,25,2,25,0,1,0
0,217,5,3,1733,0,0,0,0,0,0,1
150,217,6,1,1734,500,10,0.5,75,0,1,0
149,217,6,2,1734,300,10,0.5,75,0,1,0
0,217,6,3,1734,0,0,0,0,0,0,1
9,217,7,1,1735,500,25,0.5,25,1,0,0
65,217,7,2,1735,300,25,4,25,0,1,0
0,217,7,3,1735,0,0,0,0,0,0,1
53,217,8,1,1736,300,50,2,25,0,1,0
48,217,8,2,1736,500,25,2,25,0,1,0
0,217,8,3,1736,0,0,0,0,0,0,1
95,218,1,1,1737,300,10,1,50,0,1,0
143,218,1,2,1737,300,50,4,50,0,1,0
0,218,1,3,1737,0,0,0,0,0,0,1
193,218,2,1,1738,100,50,2,75,1,0,0
95,218,2,2,1738,300,10,1,50,0,1,0
0,218,2,3,1738,0,0,0,0,0,0,1
75,218,3,1,1739,500,10,0.5,50,1,0,0
94,218,3,2,1739,100,10,1,50,0,1,0
0,218,3,3,1739,0,0,0,0,0,0,1
216,218,4,1,1740,500,50,4,75,0,1,0
183,218,4,2,1740,500,10,2,75,1,0,0
0,218,4,3,1740,0,0,0,0,0,0,1
165,218,5,1,1741,500,10,1,75,1,0,0
105,218,5,2,1741,500,50,1,50,1,0,0
0,218,5,3,1741,0,0,0,0,0,0,1
29,218,6,1,1742,300,25,1,25,0,1,0
92,218,6,2,1742,300,10,1,50,1,0,0
0,218,6,3,1742,0,0,0,0,0,0,1
180,218,7,1,1743,500,50,1,75,0,1,0
82,218,7,2,1743,100,25,0.5,50,0,1,0
0,218,7,3,1743,0,0,0,0,0,0,1
216,218,8,1,1744,500,50,4,75,0,1,0
139,218,8,2,1744,100,50,4,50,1,0,0
0,218,8,3,1744,0,0,0,0,0,0,1
199,219,1,1,1745,100,10,4,75,1,0,0
110,219,1,2,1745,300,10,2,50,1,0,0
0,219,1,3,1745,0,0,0,0,0,0,1
82,219,2,1,1746,100,25,0.5,50,0,1,0
193,219,2,2,1746,100,50,2,75,1,0,0
0,219,2,3,1746,0,0,0,0,0,0,1
126,219,3,1,1747,500,50,2,50,0,1,0
28,219,3,2,1747,100,25,1,25,0,1,0
0,219,3,3,1747,0,0,0,0,0,0,1
11,219,4,1,1748,300,25,0.5,25,0,1,0
207,219,4,2,1748,500,25,4,75,1,0,0
0,219,4,3,1748,0,0,0,0,0,0,1
19,219,5,1,1749,100,10,1,25,1,0,0
46,219,5,2,1749,100,25,2,25,0,1,0
0,219,5,3,1749,0,0,0,0,0,0,1
144,219,6,1,1750,500,50,4,50,0,1,0
114,219,6,2,1750,500,10,2,50,0,1,0
0,219,6,3,1750,0,0,0,0,0,0,1
151,219,7,1,1751,100,25,0.5,75,1,0,0
158,219,7,2,1751,300,50,0.5,75,1,0,0
0,219,7,3,1751,0,0,0,0,0,0,1
16,219,8,1,1752,100,50,0.5,25,0,1,0
44,219,8,2,1752,300,25,2,25,1,0,0
0,219,8,3,1752,0,0,0,0,0,0,1
26,220,1,1,1753,300,25,1,25,1,0,0
121,220,1,2,1753,100,50,2,50,1,0,0
0,220,1,3,1753,0,0,0,0,0,0,1
59,220,2,1,1754,300,10,4,25,0,1,0
66,220,2,2,1754,500,25,4,25,0,1,0
0,220,2,3,1754,0,0,0,0,0,0,1
195,220,3,1,1755,500,50,2,75,1,0,0
93,220,3,2,1755,500,10,1,50,1,0,0
0,220,3,3,1755,0,0,0,0,0,0,1
174,220,4,1,1756,500,25,1,75,0,1,0
146,220,4,2,1756,300,10,0.5,75,1,0,0
0,220,4,3,1756,0,0,0,0,0,0,1
202,220,5,1,1757,100,10,4,75,0,1,0
183,220,5,2,1757,500,10,2,75,1,0,0
0,220,5,3,1757,0,0,0,0,0,0,1
122,220,6,1,1758,300,50,2,50,1,0,0
194,220,6,2,1758,300,50,2,75,1,0,0
0,220,6,3,1758,0,0,0,0,0,0,1
201,220,7,1,1759,500,10,4,75,1,0,0
206,220,7,2,1759,300,25,4,75,1,0,0
0,220,7,3,1759,0,0,0,0,0,0,1
77,220,8,1,1760,300,10,0.5,50,0,1,0
177,220,8,2,1760,500,50,1,75,1,0,0
0,220,8,3,1760,0,0,0,0,0,0,1
84,221,1,1,1761,500,25,0.5,50,0,1,0
22,221,1,2,1761,100,10,1,25,0,1,0
0,221,1,3,1761,0,0,0,0,0,0,1
161,221,2,1,1762,300,50,0.5,75,0,1,0
157,221,2,2,1762,100,50,0.5,75,1,0,0
0,221,2,3,1762,0,0,0,0,0,0,1
141,221,3,1,1763,500,50,4,50,1,0,0
111,221,3,2,1763,500,10,2,50,1,0,0
0,221,3,3,1763,0,0,0,0,0,0,1
43,221,4,1,1764,100,25,2,25,1,0,0
35,221,4,2,1764,300,50,1,25,0,1,0
0,221,4,3,1764,0,0,0,0,0,0,1
215,221,5,1,1765,300,50,4,75,0,1,0
44,221,5,2,1765,300,25,2,25,1,0,0
0,221,5,3,1765,0,0,0,0,0,0,1
159,221,6,1,1766,500,50,0.5,75,1,0,0
38,221,6,2,1766,300,10,2,25,1,0,0
0,221,6,3,1766,0,0,0,0,0,0,1
51,221,7,1,1767,500,50,2,25,1,0,0
149,221,7,2,1767,300,10,0.5,75,0,1,0
0,221,7,3,1767,0,0,0,0,0,0,1
87,221,8,1,1768,500,50,0.5,50,1,0,0
98,221,8,2,1768,300,25,1,50,1,0,0
0,221,8,3,1768,0,0,0,0,0,0,1
40,222,1,1,1769,100,10,2,25,0,1,0
87,222,1,2,1769,500,50,0.5,50,1,0,0
0,222,1,3,1769,0,0,0,0,0,0,1
45,222,2,1,1770,500,25,2,25,1,0,0
20,222,2,2,1770,300,10,1,25,1,0,0
0,222,2,3,1770,0,0,0,0,0,0,1
204,222,3,1,1771,500,10,4,75,0,1,0
25,222,3,2,1771,100,25,1,25,1,0,0
0,222,3,3,1771,0,0,0,0,0,0,1
195,222,4,1,1772,500,50,2,75,1,0,0
102,222,4,2,1772,500,25,1,50,0,1,0
0,222,4,3,1772,0,0,0,0,0,0,1
106,222,5,1,1773,100,50,1,50,0,1,0
185,222,5,2,1773,300,10,2,75,0,1,0
0,222,5,3,1773,0,0,0,0,0,0,1
127,222,6,1,1774,100,10,4,50,1,0,0
183,222,6,2,1774,500,10,2,75,1,0,0
0,222,6,3,1774,0,0,0,0,0,0,1
204,222,7,1,1775,500,10,4,75,0,1,0
105,222,7,2,1775,500,50,1,50,1,0,0
0,222,7,3,1775,0,0,0,0,0,0,1
9,222,8,1,1776,500,25,0.5,25,1,0,0
88,222,8,2,1776,100,50,0.5,50,0,1,0
0,222,8,3,1776,0,0,0,0,0,0,1
60,223,1,1,1777,500,10,4,25,0,1,0
37,223,1,2,1777,100,10,2,25,1,0,0
0,223,1,3,1777,0,0,0,0,0,0,1
161,223,2,1,1778,300,50,0.5,75,0,1,0
117,223,2,2,1778,500,25,2,50,1,0,0
0,223,2,3,1778,0,0,0,0,0,0,1
58,223,3,1,1779,100,10,4,25,0,1,0
167,223,3,2,1779,300,10,1,75,0,1,0
0,223,3,3,1779,0,0,0,0,0,0,1
175,223,4,1,1780,100,50,1,75,1,0,0
214,223,4,2,1780,100,50,4,75,0,1,0
0,223,4,3,1780,0,0,0,0,0,0,1
101,223,5,1,1781,300,25,1,50,0,1,0
70,223,5,2,1781,100,50,4,25,0,1,0
0,223,5,3,1781,0,0,0,0,0,0,1
173,223,6,1,1782,300,25,1,75,0,1,0
65,223,6,2,1782,300,25,4,25,0,1,0
0,223,6,3,1782,0,0,0,0,0,0,1
3,223,7,1,1783,500,10,0.5,25,1,0,0
97,223,7,2,1783,100,25,1,50,1,0,0
0,223,7,3,1783,0,0,0,0,0,0,1
154,223,8,1,1784,100,25,0.5,75,0,1,0
33,223,8,2,1784,500,50,1,25,1,0,0
0,223,8,3,1784,0,0,0,0,0,0,1
64,224,1,1,1785,100,25,4,25,0,1,0
174,224,1,2,1785,500,25,1,75,0,1,0
0,224,1,3,1785,0,0,0,0,0,0,1
88,224,2,1,1786,100,50,0.5,50,0,1,0
51,224,2,2,1786,500,50,2,25,1,0,0
0,224,2,3,1786,0,0,0,0,0,0,1
148,224,3,1,1787,100,10,0.5,75,0,1,0
15,224,3,2,1787,500,50,0.5,25,1,0,0
0,224,3,3,1787,0,0,0,0,0,0,1
31,224,4,1,1788,100,50,1,25,1,0,0
23,224,4,2,1788,300,10,1,25,0,1,0
0,224,4,3,1788,0,0,0,0,0,0,1
192,224,5,1,1789,500,25,2,75,0,1,0
14,224,5,2,1789,300,50,0.5,25,1,0,0
0,224,5,3,1789,0,0,0,0,0,0,1
6,224,6,1,1790,500,10,0.5,25,0,1,0
187,224,6,2,1790,100,25,2,75,1,0,0
0,224,6,3,1790,0,0,0,0,0,0,1
44,224,7,1,1791,300,25,2,25,1,0,0
177,224,7,2,1791,500,50,1,75,1,0,0
0,224,7,3,1791,0,0,0,0,0,0,1
199,224,8,1,1792,100,10,4,75,1,0,0
192,224,8,2,1792,500,25,2,75,0,1,0
0,224,8,3,1792,0,0,0,0,0,0,1
175,225,1,1,1793,100,50,1,75,1,0,0
163,225,1,2,1793,100,10,1,75,1,0,0
0,225,1,3,1793,0,0,0,0,0,0,1
143,225,2,1,1794,300,50,4,50,0,1,0
178,225,2,2,1794,100,50,1,75,0,1,0
0,225,2,3,1794,0,0,0,0,0,0,1
126,225,3,1,1795,500,50,2,50,0,1,0
55,225,3,2,1795,100,10,4,25,1,0,0
0,225,3,3,1795,0,0,0,0,0,0,1
99,225,4,1,1796,500,25,1,50,1,0,0
95,225,4,2,1796,300,10,1,50,0,1,0
0,225,4,3,1796,0,0,0,0,0,0,1
58,225,5,1,1797,100,10,4,25,0,1,0
155,225,5,2,1797,300,25,0.5,75,0,1,0
0,225,5,3,1797,0,0,0,0,0,0,1
207,225,6,1,1798,500,25,4,75,1,0,0
149,225,6,2,1798,300,10,0.5,75,0,1,0
0,225,6,3,1798,0,0,0,0,0,0,1
67,225,7,1,1799,100,50,4,25,1,0,0
14,225,7,2,1799,300,50,0.5,25,1,0,0
0,225,7,3,1799,0,0,0,0,0,0,1
189,225,8,1,1800,500,25,2,75,1,0,0
71,225,8,2,1800,300,50,4,25,0,1,0
0,225,8,3,1800,0,0,0,0,0,0,1
206,226,1,1,1801,300,25,4,75,1,0,0
215,226,1,2,1801,300,50,4,75,0,1,0
0,226,1,3,1801,0,0,0,0,0,0,1
30,226,2,1,1802,500,25,1,25,0,1,0
20,226,2,2,1802,300,10,1,25,1,0,0
0,226,2,3,1802,0,0,0,0,0,0,1
92,226,3,1,1803,300,10,1,50,1,0,0
57,226,3,2,1803,500,10,4,25,1,0,0
0,226,3,3,1803,0,0,0,0,0,0,1
174,226,4,1,1804,500,25,1,75,0,1,0
79,226,4,2,1804,100,25,0.5,50,1,0,0
0,226,4,3,1804,0,0,0,0,0,0,1
159,226,5,1,1805,500,50,0.5,75,1,0,0
17,226,5,2,1805,300,50,0.5,25,0,1,0
0,226,5,3,1805,0,0,0,0,0,0,1
17,226,6,1,1806,300,50,0.5,25,0,1,0
206,226,6,2,1806,300,25,4,75,1,0,0
0,226,6,3,1806,0,0,0,0,0,0,1
8,226,7,1,1807,300,25,0.5,25,1,0,0
86,226,7,2,1807,300,50,0.5,50,1,0,0
0,226,7,3,1807,0,0,0,0,0,0,1
50,226,8,1,1808,300,50,2,25,1,0,0
140,226,8,2,1808,300,50,4,50,1,0,0
0,226,8,3,1808,0,0,0,0,0,0,1
141,227,1,1,1809,500,50,4,50,1,0,0
54,227,1,2,1809,500,50,2,25,0,1,0
0,227,1,3,1809,0,0,0,0,0,0,1
39,227,2,1,1810,500,10,2,25,1,0,0
162,227,2,2,1810,500,50,0.5,75,0,1,0
0,227,2,3,1810,0,0,0,0,0,0,1
196,227,3,1,1811,100,50,2,75,0,1,0
189,227,3,2,1811,500,25,2,75,1,0,0
0,227,3,3,1811,0,0,0,0,0,0,1
121,227,4,1,1812,100,50,2,50,1,0,0
59,227,4,2,1812,300,10,4,25,0,1,0
0,227,4,3,1812,0,0,0,0,0,0,1
74,227,5,1,1813,300,10,0.5,50,1,0,0
100,227,5,2,1813,100,25,1,50,0,1,0
0,227,5,3,1813,0,0,0,0,0,0,1
138,227,6,1,1814,500,25,4,50,0,1,0
32,227,6,2,1814,300,50,1,25,1,0,0
0,227,6,3,1814,0,0,0,0,0,0,1
67,227,7,1,1815,100,50,4,25,1,0,0
100,227,7,2,1815,100,25,1,50,0,1,0
0,227,7,3,1815,0,0,0,0,0,0,1
184,227,8,1,1816,100,10,2,75,0,1,0
59,227,8,2,1816,300,10,4,25,0,1,0
0,227,8,3,1816,0,0,0,0,0,0,1
18,228,1,1,1817,500,50,0.5,25,0,1,0
168,228,1,2,1817,500,10,1,75,0,1,0
0,228,1,3,1817,0,0,0,0,0,0,1
153,228,2,1,1818,500,25,0.5,75,1,0,0
179,228,2,2,1818,300,50,1,75,0,1,0
0,228,2,3,1818,0,0,0,0,0,0,1
149,228,3,1,1819,300,10,0.5,75,0,1,0
44,228,3,2,1819,300,25,2,25,1,0,0
0,228,3,3,1819,0,0,0,0,0,0,1
104,228,4,1,1820,300,50,1,50,1,0,0
30,228,4,2,1820,500,25,1,25,0,1,0
0,228,4,3,1820,0,0,0,0,0,0,1
123,228,5,1,1821,500,50,2,50,1,0,0
141,228,5,2,1821,500,50,4,50,1,0,0
0,228,5,3,1821,0,0,0,0,0,0,1
99,228,6,1,1822,500,25,1,50,1,0,0
120,228,6,2,1822,500,25,2,50,0,1,0
0,228,6,3,1822,0,0,0,0,0,0,1
110,228,7,1,1823,300,10,2,50,1,0,0
192,228,7,2,1823,500,25,2,75,0,1,0
0,228,7,3,1823,0,0,0,0,0,0,1
135,228,8,1,1824,500,25,4,50,1,0,0
44,228,8,2,1824,300,25,2,25,1,0,0
0,228,8,3,1824,0,0,0,0,0,0,1
68,229,1,1,1825,300,50,4,25,1,0,0
20,229,1,2,1825,300,10,1,25,1,0,0
0,229,1,3,1825,0,0,0,0,0,0,1
109,229,2,1,1826,100,10,2,50,1,0,0
27,229,2,2,1826,500,25,1,25,1,0,0
0,229,2,3,1826,0,0,0,0,0,0,1
22,229,3,1,1827,100,10,1,25,0,1,0
27,229,3,2,1827,500,25,1,25,1,0,0
0,229,3,3,1827,0,0,0,0,0,0,1
143,229,4,1,1828,300,50,4,50,0,1,0
150,229,4,2,1828,500,10,0.5,75,0,1,0
0,229,4,3,1828,0,0,0,0,0,0,1
130,229,5,1,1829,100,10,4,50,0,1,0
75,229,5,2,1829,500,10,0.5,50,1,0,0
0,229,5,3,1829,0,0,0,0,0,0,1
211,229,6,1,1830,100,50,4,75,1,0,0
185,229,6,2,1830,300,10,2,75,0,1,0
0,229,6,3,1830,0,0,0,0,0,0,1
23,229,7,1,1831,300,10,1,25,0,1,0
180,229,7,2,1831,500,50,1,75,0,1,0
0,229,7,3,1831,0,0,0,0,0,0,1
161,229,8,1,1832,300,50,0.5,75,0,1,0
80,229,8,2,1832,300,25,0.5,50,1,0,0
0,229,8,3,1832,0,0,0,0,0,0,1
121,230,1,1,1833,100,50,2,50,1,0,0
115,230,1,2,1833,100,25,2,50,1,0,0
0,230,1,3,1833,0,0,0,0,0,0,1
60,230,2,1,1834,500,10,4,25,0,1,0
201,230,2,2,1834,500,10,4,75,1,0,0
0,230,2,3,1834,0,0,0,0,0,0,1
186,230,3,1,1835,500,10,2,75,0,1,0
130,230,3,2,1835,100,10,4,50,0,1,0
0,230,3,3,1835,0,0,0,0,0,0,1
216,230,4,1,1836,500,50,4,75,0,1,0
122,230,4,2,1836,300,50,2,50,1,0,0
0,230,4,3,1836,0,0,0,0,0,0,1
104,230,5,1,1837,300,50,1,50,1,0,0
147,230,5,2,1837,500,10,0.5,75,1,0,0
0,230,5,3,1837,0,0,0,0,0,0,1
108,230,6,1,1838,500,50,1,50,0,1,0
86,230,6,2,1838,300,50,0.5,50,1,0,0
0,230,6,3,1838,0,0,0,0,0,0,1
187,230,7,1,1839,100,25,2,75,1,0,0
198,230,7,2,1839,500,50,2,75,0,1,0
0,230,7,3,1839,0,0,0,0,0,0,1
163,230,8,1,1840,100,10,1,75,1,0,0
84,230,8,2,1840,500,25,0.5,50,0,1,0
0,230,8,3,1840,0,0,0,0,0,0,1
186,231,1,1,1841,500,10,2,75,0,1,0
47,231,1,2,1841,300,25,2,25,0,1,0
0,231,1,3,1841,0,0,0,0,0,0,1
140,231,2,1,1842,300,50,4,50,1,0,0
169,231,2,2,1842,100,25,1,75,1,0,0
0,231,2,3,1842,0,0,0,0,0,0,1
39,231,3,1,1843,500,10,2,25,1,0,0
196,231,3,2,1843,100,50,2,75,0,1,0
0,231,3,3,1843,0,0,0,0,0,0,1
131,231,4,1,1844,300,10,4,50,0,1,0
206,231,4,2,1844,300,25,4,75,1,0,0
0,231,4,3,1844,0,0,0,0,0,0,1
84,231,5,1,1845,500,25,0.5,50,0,1,0
209,231,5,2,1845,300,25,4,75,0,1,0
0,231,5,3,1845,0,0,0,0,0,0,1
173,231,6,1,1846,300,25,1,75,0,1,0
178,231,6,2,1846,100,50,1,75,0,1,0
0,231,6,3,1846,0,0,0,0,0,0,1
87,231,7,1,1847,500,50,0.5,50,1,0,0
197,231,7,2,1847,300,50,2,75,0,1,0
0,231,7,3,1847,0,0,0,0,0,0,1
138,231,8,1,1848,500,25,4,50,0,1,0
83,231,8,2,1848,300,25,0.5,50,0,1,0
0,231,8,3,1848,0,0,0,0,0,0,1
56,232,1,1,1849,300,10,4,25,1,0,0
156,232,1,2,1849,500,25,0.5,75,0,1,0
0,232,1,3,1849,0,0,0,0,0,0,1
96,232,2,1,1850,500,10,1,50,0,1,0
104,232,2,2,1850,300,50,1,50,1,0,0
0,232,2,3,1850,0,0,0,0,0,0,1
82,232,3,1,1851,100,25,0.5,50,0,1,0
7,232,3,2,1851,100,25,0.5,25,1,0,0
0,232,3,3,1851,0,0,0,0,0,0,1
53,232,4,1,1852,300,50,2,25,0,1,0
122,232,4,2,1852,300,50,2,50,1,0,0
0,232,4,3,1852,0,0,0,0,0,0,1
53,232,5,1,1853,300,50,2,25,0,1,0
80,232,5,2,1853,300,25,0.5,50,1,0,0
0,232,5,3,1853,0,0,0,0,0,0,1
103,232,6,1,1854,100,50,1,50,1,0,0
7,232,6,2,1854,100,25,0.5,25,1,0,0
0,232,6,3,1854,0,0,0,0,0,0,1
84,232,7,1,1855,500,25,0.5,50,0,1,0
25,232,7,2,1855,100,25,1,25,1,0,0
0,232,7,3,1855,0,0,0,0,0,0,1
118,232,8,1,1856,100,25,2,50,0,1,0
41,232,8,2,1856,300,10,2,25,0,1,0
0,232,8,3,1856,0,0,0,0,0,0,1
82,233,1,1,1857,100,25,0.5,50,0,1,0
16,233,1,2,1857,100,50,0.5,25,0,1,0
0,233,1,3,1857,0,0,0,0,0,0,1
11,233,2,1,1858,300,25,0.5,25,0,1,0
89,233,2,2,1858,300,50,0.5,50,0,1,0
0,233,2,3,1858,0,0,0,0,0,0,1
102,233,3,1,1859,500,25,1,50,0,1,0
213,233,3,2,1859,500,50,4,75,1,0,0
0,233,3,3,1859,0,0,0,0,0,0,1
94,233,4,1,1860,100,10,1,50,0,1,0
101,233,4,2,1860,300,25,1,50,0,1,0
0,233,4,3,1860,0,0,0,0,0,0,1
82,233,5,1,1861,100,25,0.5,50,0,1,0
11,233,5,2,1861,300,25,0.5,25,0,1,0
0,233,5,3,1861,0,0,0,0,0,0,1
124,233,6,1,1862,100,50,2,50,0,1,0
198,233,6,2,1862,500,50,2,75,0,1,0
0,233,6,3,1862,0,0,0,0,0,0,1
74,233,7,1,1863,300,10,0.5,50,1,0,0
65,233,7,2,1863,300,25,4,25,0,1,0
0,233,7,3,1863,0,0,0,0,0,0,1
156,233,8,1,1864,500,25,0.5,75,0,1,0
86,233,8,2,1864,300,50,0.5,50,1,0,0
0,233,8,3,1864,0,0,0,0,0,0,1
17,234,1,1,1865,300,50,0.5,25,0,1,0
19,234,1,2,1865,100,10,1,25,1,0,0
0,234,1,3,1865,0,0,0,0,0,0,1
120,234,2,1,1866,500,25,2,50,0,1,0
151,234,2,2,1866,100,25,0.5,75,1,0,0
0,234,2,3,1866,0,0,0,0,0,0,1
94,234,3,1,1867,100,10,1,50,0,1,0
39,234,3,2,1867,500,10,2,25,1,0,0
0,234,3,3,1867,0,0,0,0,0,0,1
71,234,4,1,1868,300,50,4,25,0,1,0
161,234,4,2,1868,300,50,0.5,75,0,1,0
0,234,4,3,1868,0,0,0,0,0,0,1
160,234,5,1,1869,100,50,0.5,75,0,1,0
213,234,5,2,1869,500,50,4,75,1,0,0
0,234,5,3,1869,0,0,0,0,0,0,1
18,234,6,1,1870,500,50,0.5,25,0,1,0
193,234,6,2,1870,100,50,2,75,1,0,0
0,234,6,3,1870,0,0,0,0,0,0,1
115,234,7,1,1871,100,25,2,50,1,0,0
129,234,7,2,1871,500,10,4,50,1,0,0
0,234,7,3,1871,0,0,0,0,0,0,1
150,234,8,1,1872,500,10,0.5,75,0,1,0
89,234,8,2,1872,300,50,0.5,50,0,1,0
0,234,8,3,1872,0,0,0,0,0,0,1
153,235,1,1,1873,500,25,0.5,75,1,0,0
70,235,1,2,1873,100,50,4,25,0,1,0
0,235,1,3,1873,0,0,0,0,0,0,1
109,235,2,1,1874,100,10,2,50,1,0,0
94,235,2,2,1874,100,10,1,50,0,1,0
0,235,2,3,1874,0,0,0,0,0,0,1
12,235,3,1,1875,500,25,0.5,25,0,1,0
47,235,3,2,1875,300,25,2,25,0,1,0
0,235,3,3,1875,0,0,0,0,0,0,1
171,235,4,1,1876,500,25,1,75,1,0,0
132,235,4,2,1876,500,10,4,50,0,1,0
0,235,4,3,1876,0,0,0,0,0,0,1
124,235,5,1,1877,100,50,2,50,0,1,0
109,235,5,2,1877,100,10,2,50,1,0,0
0,235,5,3,1877,0,0,0,0,0,0,1
73,235,6,1,1878,100,10,0.5,50,1,0,0
169,235,6,2,1878,100,25,1,75,1,0,0
0,235,6,3,1878,0,0,0,0,0,0,1
167,235,7,1,1879,300,10,1,75,0,1,0
176,235,7,2,1879,300,50,1,75,1,0,0
0,235,7,3,1879,0,0,0,0,0,0,1
150,235,8,1,1880,500,10,0.5,75,0,1,0
43,235,8,2,1880,100,25,2,25,1,0,0
0,235,8,3,1880,0,0,0,0,0,0,1
36,236,1,1,1881,500,50,1,25,0,1,0
125,236,1,2,1881,300,50,2,50,0,1,0
0,236,1,3,1881,0,0,0,0,0,0,1
93,236,2,1,1882,500,10,1,50,1,0,0
99,236,2,2,1882,500,25,1,50,1,0,0
0,236,2,3,1882,0,0,0,0,0,0,1
160,236,3,1,1883,100,50,0.5,75,0,1,0
