profileID,respID,qID,altID,obsID,cashback,warranty,frequency,discharge,remain,no_choice
201,299,5,1,1793,10,80,3,20,60,0
141,299,5,2,1793,10,85,4,10,60,0
0,299,5,3,1793,0,0,0,0,0,1
94,299,6,1,1794,5,85,3,20,50,0
92,299,6,2,1794,7,80,3,20,50,0
0,299,6,3,1794,0,0,0,0,0,1
193,300,1,1,1795,5,85,2,20,60,0
65,300,1,2,1795,7,80,4,15,50,0
0,300,1,3,1795,0,0,0,0,0,1
184,300,2,1,1796,5,85,1,20,60,0
72,300,2,2,1796,10,90,4,15,50,0
0,300,2,3,1796,0,0,0,0,0,1
198,300,3,1,1797,10,90,2,20,60,0
83,300,3,2,1797,7,80,2,20,50,0
0,300,3,3,1797,0,0,0,0,0,1
208,300,4,1,1798,5,80,4,20,60,0
35,300,4,2,1798,7,90,4,10,50,0
0,300,4,3,1798,0,0,0,0,0,1
73,300,5,1,1799,5,80,1,20,50,0
97,300,5,2,1799,5,90,3,20,50,0
0,300,5,3,1799,0,0,0,0,0,1
78,300,6,1,1800,10,85,1,20,50,0
62,300,6,2,1800,7,90,3,15,50,0
0,300,6,3,1800,0,0,0,0,0,1
290,301,1,1,1801,7,80,1,20,70,0
100,301,1,2,1801,5,80,4,20,50,0
0,301,1,3,1801,0,0,0,0,0,1
60,301,2,1,1802,10,85,3,15,50,0
250,301,2,2,1802,5,90,4,10,70,0
0,301,2,3,1802,0,0,0,0,0,1
16,301,3,1,1803,5,90,2,10,50,0
177,301,3,2,1803,10,85,4,15,60,0
0,301,3,3,1803,0,0,0,0,0,1
177,301,4,1,1804,10,85,4,15,60,0
190,301,4,2,1804,5,80,2,20,60,0
0,301,4,3,1804,0,0,0,0,0,1
202,301,5,1,1805,5,85,3,20,60,0
174,301,5,2,1805,10,80,4,15,60,0
0,301,5,3,1805,0,0,0,0,0,1
141,301,6,1,1806,10,85,4,10,60,0
182,301,6,2,1806,7,80,1,20,60,0
0,301,6,3,1806,0,0,0,0,0,1
64,302,1,1,1807,5,80,4,15,50,0
80,302,1,2,1807,7,90,1,20,50,0
0,302,1,3,1807,0,0,0,0,0,1
217,302,2,1,1808,5,80,1,10,70,0
271,302,2,2,1808,5,80,3,15,70,0
0,302,2,3,1808,0,0,0,0,0,1
319,302,3,1,1809,5,85,4,20,70,0
67,302,3,2,1809,5,85,4,15,50,0
0,302,3,3,1809,0,0,0,0,0,1
99,302,4,1,1810,10,90,3,20,50,0
179,302,4,2,1810,7,90,4,15,60,0
0,302,4,3,1810,0,0,0,0,0,1
2,302,5,1,1811,7,80,1,10,50,0
158,302,5,2,1811,7,85,2,15,60,0
0,302,5,3,1811,0,0,0,0,0,1
226,302,6,1,1812,5,80,2,10,70,0
113,302,6,2,1812,7,85,1,10,60,0
0,302,6,3,1812,0,0,0,0,0,1
322,303,1,1,1813,5,90,4,20,70,0
298,303,1,2,1813,5,80,2,20,70,0
0,303,1,3,1813,0,0,0,0,0,1
173,303,2,1,1814,7,80,4,15,60,0
35,303,2,2,1814,7,90,4,10,50,0
0,303,2,3,1814,0,0,0,0,0,1
8,303,3,1,1815,7,90,1,10,50,0
131,303,3,2,1815,7,85,3,10,60,0
0,303,3,3,1815,0,0,0,0,0,1
314,303,4,1,1816,7,90,3,20,70,0
18,303,4,2,1816,10,90,2,10,50,0
0,303,4,3,1816,0,0,0,0,0,1
204,303,5,1,1817,10,85,3,20,60,0
63,303,5,2,1817,10,90,3,15,50,0
0,303,5,3,1817,0,0,0,0,0,1
244,303,6,1,1818,5,80,4,10,70,0
208,303,6,2,1818,5,80,4,20,60,0
0,303,6,3,1818,0,0,0,0,0,1
180,304,1,1,1819,10,90,4,15,60,0
304,304,1,2,1819,5,90,2,20,70,0
0,304,1,3,1819,0,0,0,0,0,1
228,304,2,1,1820,10,80,2,10,70,0
312,304,2,2,1820,10,85,3,20,70,0
0,304,2,3,1820,0,0,0,0,0,1
135,304,3,1,1821,10,90,3,10,60,0
314,304,3,2,1821,7,90,3,20,70,0
0,304,3,3,1821,0,0,0,0,0,1
304,304,4,1,1822,5,90,2,20,70,0
293,304,4,2,1822,7,85,1,20,70,0
0,304,4,3,1822,0,0,0,0,0,1
92,304,5,1,1823,7,80,3,20,50,0
239,304,5,2,1823,7,85,3,10,70,0
0,304,5,3,1823,0,0,0,0,0,1
209,304,6,1,1824,7,80,4,20,60,0
216,304,6,2,1824,10,90,4,20,60,0
0,304,6,3,1824,0,0,0,0,0,1
4,305,1,1,1825,5,85,1,10,50,0
77,305,1,2,1825,7,85,1,20,50,0
0,305,1,3,1825,0,0,0,0,0,1
4,305,2,1,1826,5,85,1,10,50,0
54,305,2,2,1826,10,90,2,15,50,0
0,305,2,3,1826,0,0,0,0,0,1
321,305,3,1,1827,10,85,4,20,70,0
16,305,3,2,1827,5,90,2,10,50,0
0,305,3,3,1827,0,0,0,0,0,1
297,305,4,1,1828,10,90,1,20,70,0
148,305,4,2,1828,5,85,1,15,60,0
0,305,4,3,1828,0,0,0,0,0,1
225,305,5,1,1829,10,90,1,10,70,0
218,305,5,2,1829,7,80,1,10,70,0
0,305,5,3,1829,0,0,0,0,0,1
188,305,6,1,1830,7,90,1,20,60,0
234,305,6,2,1830,10,90,2,10,70,0
0,305,6,3,1830,0,0,0,0,0,1
105,306,1,1,1831,10,85,4,20,50,0
169,306,1,2,1831,5,90,3,15,60,0
0,306,1,3,1831,0,0,0,0,0,1
79,306,2,1,1832,5,90,1,20,50,0
275,306,2,2,1832,7,85,3,15,70,0
0,306,2,3,1832,0,0,0,0,0,1
69,306,3,1,1833,10,85,4,15,50,0
70,306,3,2,1833,5,90,4,15,50,0
0,306,3,3,1833,0,0,0,0,0,1
29,306,4,1,1834,7,80,4,10,50,0
226,306,4,2,1834,5,80,2,10,70,0
0,306,4,3,1834,0,0,0,0,0,1
307,306,5,1,1835,5,80,3,20,70,0
175,306,5,2,1835,5,85,4,15,60,0
0,306,5,3,1835,0,0,0,0,0,1
151,306,6,1,1836,5,90,1,15,60,0
86,306,6,2,1836,7,85,2,20,50,0
0,306,6,3,1836,0,0,0,0,0,1
23,307,1,1,1837,7,85,3,10,50,0
202,307,1,2,1837,5,85,3,20,60,0
0,307,1,3,1837,0,0,0,0,0,1
36,307,2,1,1838,10,90,4,10,50,0
281,307,2,2,1838,7,80,4,15,70,0
0,307,2,3,1838,0,0,0,0,0,1
237,307,3,1,1839,10,80,3,10,70,0
221,307,3,2,1839,7,85,1,10,70,0
0,307,3,3,1839,0,0,0,0,0,1
102,307,4,1,1840,10,80,4,20,50,0
98,307,4,2,1840,7,90,3,20,50,0
0,307,4,3,1840,0,0,0,0,0,1
299,307,5,1,1841,7,80,2,20,70,0
242,307,5,2,1841,7,90,3,10,70,0
0,307,5,3,1841,0,0,0,0,0,1
242,307,6,1,1842,7,90,3,10,70,0
42,307,6,2,1842,10,85,1,15,50,0
0,307,6,3,1842,0,0,0,0,0,1
164,308,1,1,1843,7,80,3,15,60,0
246,308,1,2,1843,10,80,4,10,70,0
0,308,1,3,1843,0,0,0,0,0,1
324,308,2,1,1844,10,90,4,20,70,0
267,308,2,2,1844,10,85,2,15,70,0
0,308,2,3,1844,0,0,0,0,0,1
182,308,3,1,1845,7,80,1,20,60,0
113,308,3,2,1845,7,85,1,10,60,0
0,308,3,3,1845,0,0,0,0,0,1
263,308,4,1,1846,7,80,2,15,70,0
120,308,4,2,1846,10,80,2,10,60,0
0,308,4,3,1846,0,0,0,0,0,1
137,308,5,1,1847,7,80,4,10,60,0
296,308,5,2,1847,7,90,1,20,70,0
0,308,5,3,1847,0,0,0,0,0,1
9,308,6,1,1848,10,90,1,10,50,0
260,308,6,2,1848,7,90,1,15,70,0
0,308,6,3,1848,0,0,0,0,0,1
239,309,1,1,1849,7,85,3,10,70,0
52,309,1,2,1849,5,90,2,15,50,0
0,309,1,3,1849,0,0,0,0,0,1
48,309,2,1,1850,10,80,2,15,50,0
104,309,2,2,1850,7,85,4,20,50,0
0,309,2,3,1850,0,0,0,0,0,1
185,309,3,1,1851,7,85,1,20,60,0
193,309,3,2,1851,5,85,2,20,60,0
0,309,3,3,1851,0,0,0,0,0,1
324,309,4,1,1852,10,90,4,20,70,0
314,309,4,2,1852,7,90,3,20,70,0
0,309,4,3,1852,0,0,0,0,0,1
175,309,5,1,1853,5,85,4,15,60,0
48,309,5,2,1853,10,80,2,15,50,0
0,309,5,3,1853,0,0,0,0,0,1
170,309,6,1,1854,7,90,3,15,60,0
301,309,6,2,1854,5,85,2,20,70,0
0,309,6,3,1854,0,0,0,0,0,1
164,310,1,1,1855,7,80,3,15,60,0
228,310,1,2,1855,10,80,2,10,70,0
0,310,1,3,1855,0,0,0,0,0,1
75,310,2,1,1856,10,80,1,20,50,0
299,310,2,2,1856,7,80,2,20,70,0
0,310,2,3,1856,0,0,0,0,0,1
140,310,3,1,1857,7,85,4,10,60,0
143,310,3,2,1857,7,90,4,10,60,0
0,310,3,3,1857,0,0,0,0,0,1
208,310,4,1,1858,5,80,4,20,60,0
302,310,4,2,1858,7,85,2,20,70,0
0,310,4,3,1858,0,0,0,0,0,1
116,310,5,1,1859,7,90,1,10,60,0
20,310,5,2,1859,7,80,3,10,50,0
0,310,5,3,1859,0,0,0,0,0,1
23,310,6,1,1860,7,85,3,10,50,0
77,310,6,2,1860,7,85,1,20,50,0
0,310,6,3,1860,0,0,0,0,0,1
295,311,1,1,1861,5,90,1,20,70,0
196,311,1,2,1861,5,90,2,20,60,0
0,311,1,3,1861,0,0,0,0,0,1
47,311,2,1,1862,7,80,2,15,50,0
176,311,2,2,1862,7,85,4,15,60,0
0,311,2,3,1862,0,0,0,0,0,1
151,311,3,1,1863,5,90,1,15,60,0
30,311,3,2,1863,10,80,4,10,50,0
0,311,3,3,1863,0,0,0,0,0,1
147,311,4,1,1864,10,80,1,15,60,0
2,311,4,2,1864,7,80,1,10,50,0
0,311,4,3,1864,0,0,0,0,0,1
183,311,5,1,1865,10,80,1,20,60,0
125,311,5,2,1865,7,90,2,10,60,0
0,311,5,3,1865,0,0,0,0,0,1
40,311,6,1,1866,5,85,1,15,50,0
1,311,6,2,1866,5,80,1,10,50,0
0,311,6,3,1866,0,0,0,0,0,1
274,312,1,1,1867,5,85,3,15,70,0
130,312,1,2,1867,5,85,3,10,60,0
0,312,1,3,1867,0,0,0,0,0,1
2,312,2,1,1868,7,80,1,10,50,0
7,312,2,2,1868,5,90,1,10,50,0
0,312,2,3,1868,0,0,0,0,0,1
96,312,3,1,1869,10,85,3,20,50,0
302,312,3,2,1869,7,85,2,20,70,0
0,312,3,3,1869,0,0,0,0,0,1
78,312,4,1,1870,10,85,1,20,50,0
31,312,4,2,1870,5,85,4,10,50,0
0,312,4,3,1870,0,0,0,0,0,1
279,312,5,1,1871,10,90,3,15,70,0
295,312,5,2,1871,5,90,1,20,70,0
0,312,5,3,1871,0,0,0,0,0,1
27,312,6,1,1872,10,90,3,10,50,0
79,312,6,2,1872,5,90,1,20,50,0
0,312,6,3,1872,0,0,0,0,0,1
114,313,1,1,1873,10,85,1,10,60,0
34,313,1,2,1873,5,90,4,10,50,0
0,313,1,3,1873,0,0,0,0,0,1
318,313,2,1,1874,10,80,4,20,70,0
210,313,2,2,1874,10,80,4,20,60,0
0,313,2,3,1874,0,0,0,0,0,1
318,313,3,1,1875,10,80,4,20,70,0
188,313,3,2,1875,7,90,1,20,60,0
0,313,3,3,1875,0,0,0,0,0,1
247,313,4,1,1876,5,85,4,10,70,0
28,313,4,2,1876,5,80,4,10,50,0
0,313,4,3,1876,0,0,0,0,0,1
268,313,5,1,1877,5,90,2,15,70,0
143,313,5,2,1877,7,90,4,10,60,0
0,313,5,3,1877,0,0,0,0,0,1
234,313,6,1,1878,10,90,2,10,70,0
24,313,6,2,1878,10,85,3,10,50,0
0,313,6,3,1878,0,0,0,0,0,1
77,314,1,1,1879,7,85,1,20,50,0
191,314,1,2,1879,7,80,2,20,60,0
0,314,1,3,1879,0,0,0,0,0,1
82,314,2,1,1880,5,80,2,20,50,0
73,314,2,2,1880,5,80,1,20,50,0
0,314,2,3,1880,0,0,0,0,0,1
154,314,3,1,1881,5,80,2,15,60,0
10,314,3,2,1881,5,80,2,10,50,0
0,314,3,3,1881,0,0,0,0,0,1
93,314,4,1,1882,10,80,3,20,50,0
169,314,4,2,1882,5,90,3,15,60,0
0,314,4,3,1882,0,0,0,0,0,1
193,314,5,1,1883,5,85,2,20,60,0
197,314,5,2,1883,7,90,2,20,60,0
0,314,5,3,1883,0,0,0,0,0,1
11,314,6,1,1884,7,80,2,10,50,0
41,314,6,2,1884,7,85,1,15,50,0
0,314,6,3,1884,0,0,0,0,0,1
324,315,1,1,1885,10,90,4,20,70,0
106,315,1,2,1885,5,90,4,20,50,0
0,315,1,3,1885,0,0,0,0,0,1
146,315,2,1,1886,7,80,1,15,60,0
56,315,2,2,1886,7,80,3,15,50,0
0,315,2,3,1886,0,0,0,0,0,1
53,315,3,1,1887,7,90,2,15,50,0
298,315,3,2,1887,5,80,2,20,70,0
0,315,3,3,1887,0,0,0,0,0,1
126,315,4,1,1888,10,90,2,10,60,0
297,315,4,2,1888,10,90,1,20,70,0
0,315,4,3,1888,0,0,0,0,0,1
279,315,5,1,1889,10,90,3,15,70,0
282,315,5,2,1889,10,80,4,15,70,0
0,315,5,3,1889,0,0,0,0,0,1
6,315,6,1,1890,10,85,1,10,50,0
140,315,6,2,1890,7,85,4,10,60,0
0,315,6,3,1890,0,0,0,0,0,1
217,316,1,1,1891,5,80,1,10,70,0
16,316,1,2,1891,5,90,2,10,50,0
0,316,1,3,1891,0,0,0,0,0,1
290,316,2,1,1892,7,80,1,20,70,0
231,316,2,2,1892,10,85,2,10,70,0
0,316,2,3,1892,0,0,0,0,0,1
53,316,3,1,1893,7,90,2,15,50,0
302,316,3,2,1893,7,85,2,20,70,0
0,316,3,3,1893,0,0,0,0,0,1
46,316,4,1,1894,5,80,2,15,50,0
116,316,4,2,1894,7,90,1,10,60,0
0,316,4,3,1894,0,0,0,0,0,1
246,316,5,1,1895,10,80,4,10,70,0
287,316,5,2,1895,7,90,4,15,70,0
0,316,5,3,1895,0,0,0,0,0,1
294,316,6,1,1896,10,85,1,20,70,0
22,316,6,2,1896,5,85,3,10,50,0
0,316,6,3,1896,0,0,0,0,0,1
290,317,1,1,1897,7,80,1,20,70,0
274,317,1,2,1897,5,85,3,15,70,0
0,317,1,3,1897,0,0,0,0,0,1
164,317,2,1,1898,7,80,3,15,60,0
145,317,2,2,1898,5,80,1,15,60,0
0,317,2,3,1898,0,0,0,0,0,1
175,317,3,1,1899,5,85,4,15,60,0
136,317,3,2,1899,5,80,4,10,60,0
0,317,3,3,1899,0,0,0,0,0,1
32,317,4,1,1900,7,85,4,10,50,0
280,317,4,2,1900,5,80,4,15,70,0
0,317,4,3,1900,0,0,0,0,0,1
68,317,5,1,1901,7,85,4,15,50,0
218,317,5,2,1901,7,80,1,10,70,0
0,317,5,3,1901,0,0,0,0,0,1
191,317,6,1,1902,7,80,2,20,60,0
225,317,6,2,1902,10,90,1,10,70,0
0,317,6,3,1902,0,0,0,0,0,1
124,318,1,1,1903,5,90,2,10,60,0
39,318,1,2,1903,10,80,1,15,50,0
0,318,1,3,1903,0,0,0,0,0,1
4,318,2,1,1904,5,85,1,10,50,0
11,318,2,2,1904,7,80,2,10,50,0
0,318,2,3,1904,0,0,0,0,0,1
217,318,3,1,1905,5,80,1,10,70,0
182,318,3,2,1905,7,80,1,20,60,0
0,318,3,3,1905,0,0,0,0,0,1
282,318,4,1,1906,10,80,4,15,70,0
310,318,4,2,1906,5,85,3,20,70,0
0,318,4,3,1906,0,0,0,0,0,1
305,318,5,1,1907,7,90,2,20,70,0
5,318,5,2,1907,7,85,1,10,50,0
0,318,5,3,1907,0,0,0,0,0,1
13,318,6,1,1908,5,85,2,10,50,0
143,318,6,2,1908,7,90,4,10,60,0
0,318,6,3,1908,0,0,0,0,0,1
189,319,1,1,1909,10,90,1,20,60,0
115,319,1,2,1909,5,90,1,10,60,0
0,319,1,3,1909,0,0,0,0,0,1
171,319,2,1,1910,10,90,3,15,60,0
176,319,2,2,1910,7,85,4,15,60,0
0,319,2,3,1910,0,0,0,0,0,1
121,319,3,1,1911,5,85,2,10,60,0
249,319,3,2,1911,10,85,4,10,70,0
0,319,3,3,1911,0,0,0,0,0,1
96,319,4,1,1912,10,85,3,20,50,0
279,319,4,2,1912,10,90,3,15,70,0
0,319,4,3,1912,0,0,0,0,0,1
296,319,5,1,1913,7,90,1,20,70,0
159,319,5,2,1913,10,85,2,15,60,0
0,319,5,3,1913,0,0,0,0,0,1
19,319,6,1,1914,5,80,3,10,50,0
5,319,6,2,1914,7,85,1,10,50,0
0,319,6,3,1914,0,0,0,0,0,1
104,320,1,1,1915,7,85,4,20,50,0
264,320,1,2,1915,10,80,2,15,70,0
0,320,1,3,1915,0,0,0,0,0,1
196,320,2,1,1916,5,90,2,20,60,0
199,320,2,2,1916,5,80,3,20,60,0
0,320,2,3,1916,0,0,0,0,0,1
251,320,3,1,1917,7,90,4,10,70,0
145,320,3,2,1917,5,80,1,15,60,0
0,320,3,3,1917,0,0,0,0,0,1
181,320,4,1,1918,5,80,1,20,60,0
282,320,4,2,1918,10,80,4,15,70,0
0,320,4,3,1918,0,0,0,0,0,1
191,320,5,1,1919,7,80,2,20,60,0
251,320,5,2,1919,7,90,4,10,70,0
0,320,5,3,1919,0,0,0,0,0,1
8,320,6,1,1920,7,90,1,10,50,0
194,320,6,2,1920,7,85,2,20,60,0
0,320,6,3,1920,0,0,0,0,0,1
303,321,1,1,1921,10,85,2,20,70,0
117,321,1,2,1921,10,90,1,10,60,0
0,321,1,3,1921,0,0,0,0,0,1
127,321,2,1,1922,5,80,3,10,60,0
184,321,2,2,1922,5,85,1,20,60,0
0,321,2,3,1922,0,0,0,0,0,1
86,321,3,1,1923,7,85,2,20,50,0
80,321,3,2,1923,7,90,1,20,50,0
0,321,3,3,1923,0,0,0,0,0,1
84,321,4,1,1924,10,80,2,20,50,0
250,321,4,2,1924,5,90,4,10,70,0
0,321,4,3,1924,0,0,0,0,0,1
8,321,5,1,1925,7,90,1,10,50,0
229,321,5,2,1925,5,85,2,10,70,0
0,321,5,3,1925,0,0,0,0,0,1
265,321,6,1,1926,5,85,2,15,70,0
143,321,6,2,1926,7,90,4,10,60,0
0,321,6,3,1926,0,0,0,0,0,1
249,322,1,1,1927,10,85,4,10,70,0
229,322,1,2,1927,5,85,2,10,70,0
0,322,1,3,1927,0,0,0,0,0,1
209,322,2,1,1928,7,80,4,20,60,0
188,322,2,2,1928,7,90,1,20,60,0
0,322,2,3,1928,0,0,0,0,0,1
229,322,3,1,1929,5,85,2,10,70,0
87,322,3,2,1929,10,85,2,20,50,0
0,322,3,3,1929,0,0,0,0,0,1
22,322,4,1,1930,5,85,3,10,50,0
273,322,4,2,1930,10,80,3,15,70,0
0,322,4,3,1930,0,0,0,0,0,1
270,322,5,1,1931,10,90,2,15,70,0
273,322,5,2,1931,10,80,3,15,70,0
0,322,5,3,1931,0,0,0,0,0,1
192,322,6,1,1932,10,80,2,20,60,0
250,322,6,2,1932,5,90,4,10,70,0
0,322,6,3,1932,0,0,0,0,0,1
314,323,1,1,1933,7,90,3,20,70,0
138,323,1,2,1933,10,80,4,10,60,0
0,323,1,3,1933,0,0,0,0,0,1
278,323,2,1,1934,7,90,3,15,70,0
140,323,2,2,1934,7,85,4,10,60,0
0,323,2,3,1934,0,0,0,0,0,1
65,323,3,1,1935,7,80,4,15,50,0
105,323,3,2,1935,10,85,4,20,50,0
0,323,3,3,1935,0,0,0,0,0,1
228,323,4,1,1936,10,80,2,10,70,0
39,323,4,2,1936,10,80,1,15,50,0
0,323,4,3,1936,0,0,0,0,0,1
32,323,5,1,1937,7,85,4,10,50,0
126,323,5,2,1937,10,90,2,10,60,0
0,323,5,3,1937,0,0,0,0,0,1
214,323,6,1,1938,5,90,4,20,60,0
262,323,6,2,1938,5,80,2,15,70,0
0,323,6,3,1938,0,0,0,0,0,1
282,324,1,1,1939,10,80,4,15,70,0
137,324,1,2,1939,7,80,4,10,60,0
0,324,1,3,1939,0,0,0,0,0,1
180,324,2,1,1940,10,90,4,15,60,0
66,324,2,2,1940,10,80,4,15,50,0
0,324,2,3,1940,0,0,0,0,0,1
61,324,3,1,1941,5,90,3,15,50,0
52,324,3,2,1941,5,90,2,15,50,0
0,324,3,3,1941,0,0,0,0,0,1
151,324,4,1,1942,5,90,1,15,60,0
228,324,4,2,1942,10,80,2,10,70,0
0,324,4,3,1942,0,0,0,0,0,1
267,324,5,1,1943,10,85,2,15,70,0
142,324,5,2,1943,5,90,4,10,60,0
0,324,5,3,1943,0,0,0,0,0,1
228,324,6,1,1944,10,80,2,10,70,0
201,324,6,2,1944,10,80,3,20,60,0
0,324,6,3,1944,0,0,0,0,0,1
9,325,1,1,1945,10,90,1,10,50,0
281,325,1,2,1945,7,80,4,15,70,0
0,325,1,3,1945,0,0,0,0,0,1
145,325,2,1,1946,5,80,1,15,60,0
87,325,2,2,1946,10,85,2,20,50,0
0,325,2,3,1946,0,0,0,0,0,1
309,325,3,1,1947,10,80,3,20,70,0
151,325,3,2,1947,5,90,1,15,60,0
0,325,3,3,1947,0,0,0,0,0,1
324,325,4,1,1948,10,90,4,20,70,0
211,325,4,2,1948,5,85,4,20,60,0
0,325,4,3,1948,0,0,0,0,0,1
39,325,5,1,1949,10,80,1,15,50,0
201,325,5,2,1949,10,80,3,20,60,0
0,325,5,3,1949,0,0,0,0,0,1
221,325,6,1,1950,7,85,1,10,70,0
207,325,6,2,1950,10,90,3,20,60,0
0,325,6,3,1950,0,0,0,0,0,1
234,326,1,1,1951,10,90,2,10,70,0
190,326,1,2,1951,5,80,2,20,60,0
0,326,1,3,1951,0,0,0,0,0,1
292,326,2,1,1952,5,85,1,20,70,0
67,326,2,2,1952,5,85,4,15,50,0
0,326,2,3,1952,0,0,0,0,0,1
218,326,3,1,1953,7,80,1,10,70,0
309,326,3,2,1953,10,80,3,20,70,0
0,326,3,3,1953,0,0,0,0,0,1
22,326,4,1,1954,5,85,3,10,50,0
323,326,4,2,1954,7,90,4,20,70,0
0,326,4,3,1954,0,0,0,0,0,1
195,326,5,1,1955,10,85,2,20,60,0
143,326,5,2,1955,7,90,4,10,60,0
0,326,5,3,1955,0,0,0,0,0,1
80,326,6,1,1956,7,90,1,20,50,0
48,326,6,2,1956,10,80,2,15,50,0
0,326,6,3,1956,0,0,0,0,0,1
34,327,1,1,1957,5,90,4,10,50,0
262,327,1,2,1957,5,80,2,15,70,0
0,327,1,3,1957,0,0,0,0,0,1
122,327,2,1,1958,7,85,2,10,60,0
115,327,2,2,1958,5,90,1,10,60,0
0,327,2,3,1958,0,0,0,0,0,1
298,327,3,1,1959,5,80,2,20,70,0
98,327,3,2,1959,7,90,3,20,50,0
0,327,3,3,1959,0,0,0,0,0,1
115,327,4,1,1960,5,90,1,10,60,0
79,327,4,2,1960,5,90,1,20,50,0
0,327,4,3,1960,0,0,0,0,0,1
228,327,5,1,1961,10,80,2,10,70,0
93,327,5,2,1961,10,80,3,20,50,0
0,327,5,3,1961,0,0,0,0,0,1
174,327,6,1,1962,10,80,4,15,60,0
195,327,6,2,1962,10,85,2,20,60,0
0,327,6,3,1962,0,0,0,0,0,1
233,328,1,1,1963,7,90,2,10,70,0
139,328,1,2,1963,5,85,4,10,60,0
0,328,1,3,1963,0,0,0,0,0,1
147,328,2,1,1964,10,80,1,15,60,0
173,328,2,2,1964,7,80,4,15,60,0
0,328,2,3,1964,0,0,0,0,0,1
272,328,3,1,1965,7,80,3,15,70,0
90,328,3,2,1965,10,90,2,20,50,0
0,328,3,3,1965,0,0,0,0,0,1
317,328,4,1,1966,7,80,4,20,70,0
131,328,4,2,1966,7,85,3,10,60,0
0,328,4,3,1966,0,0,0,0,0,1
323,328,5,1,1967,7,90,4,20,70,0
11,328,5,2,1967,7,80,2,10,50,0
0,328,5,3,1967,0,0,0,0,0,1
110,328,6,1,1968,7,80,1,10,60,0
75,328,6,2,1968,10,80,1,20,50,0
0,328,6,3,1968,0,0,0,0,0,1
250,329,1,1,1969,5,90,4,10,70,0
208,329,1,2,1969,5,80,4,20,60,0
0,329,1,3,1969,0,0,0,0,0,1
235,329,2,1,1970,5,80,3,10,70,0
289,329,2,2,1970,5,80,1,20,70,0
0,329,2,3,1970,0,0,0,0,0,1
13,329,3,1,1971,5,85,2,10,50,0
99,329,3,2,1971,10,90,3,20,50,0
0,329,3,3,1971,0,0,0,0,0,1
22,329,4,1,1972,5,85,3,10,50,0
45,329,4,2,1972,10,90,1,15,50,0
0,329,4,3,1972,0,0,0,0,0,1
112,329,5,1,1973,5,85,1,10,60,0
100,329,5,2,1973,5,80,4,20,50,0
0,329,5,3,1973,0,0,0,0,0,1
21,329,6,1,1974,10,80,3,10,50,0
290,329,6,2,1974,7,80,1,20,70,0
0,329,6,3,1974,0,0,0,0,0,1
145,330,1,1,1975,5,80,1,15,60,0
299,330,1,2,1975,7,80,2,20,70,0
0,330,1,3,1975,0,0,0,0,0,1
32,330,2,1,1976,7,85,4,10,50,0
240,330,2,2,1976,10,85,3,10,70,0
0,330,2,3,1976,0,0,0,0,0,1
223,330,3,1,1977,5,90,1,10,70,0
218,330,3,2,1977,7,80,1,10,70,0
0,330,3,3,1977,0,0,0,0,0,1
312,330,4,1,1978,10,85,3,20,70,0
219,330,4,2,1978,10,80,1,10,70,0
0,330,4,3,1978,0,0,0,0,0,1
279,330,5,1,1979,10,90,3,15,70,0
98,330,5,2,1979,7,90,3,20,50,0
0,330,5,3,1979,0,0,0,0,0,1
310,330,6,1,1980,5,85,3,20,70,0
305,330,6,2,1980,7,90,2,20,70,0
0,330,6,3,1980,0,0,0,0,0,1
235,331,1,1,1981,5,80,3,10,70,0
138,331,1,2,1981,10,80,4,10,60,0
0,331,1,3,1981,0,0,0,0,0,1
120,331,2,1,1982,10,80,2,10,60,0
260,331,2,2,1982,7,90,1,15,70,0
0,331,2,3,1982,0,0,0,0,0,1
298,331,3,1,1983,5,80,2,20,70,0
174,331,3,2,1983,10,80,4,15,60,0
0,331,3,3,1983,0,0,0,0,0,1
8,331,4,1,1984,7,90,1,10,50,0
198,331,4,2,1984,10,90,2,20,60,0
0,331,4,3,1984,0,0,0,0,0,1
134,331,5,1,1985,7,90,3,10,60,0
30,331,5,2,1985,10,80,4,10,50,0
0,331,5,3,1985,0,0,0,0,0,1
41,331,6,1,1986,7,85,1,15,50,0
50,331,6,2,1986,7,85,2,15,50,0
0,331,6,3,1986,0,0,0,0,0,1
126,332,1,1,1987,10,90,2,10,60,0
152,332,1,2,1987,7,90,1,15,60,0
0,332,1,3,1987,0,0,0,0,0,1
70,332,2,1,1988,5,90,4,15,50,0
306,332,2,2,1988,10,90,2,20,70,0
0,332,2,3,1988,0,0,0,0,0,1
149,332,3,1,1989,7,85,1,15,60,0
297,332,3,2,1989,10,90,1,20,70,0
0,332,3,3,1989,0,0,0,0,0,1
304,332,4,1,1990,5,90,2,20,70,0
291,332,4,2,1990,10,80,1,20,70,0
0,332,4,3,1990,0,0,0,0,0,1
154,332,5,1,1991,5,80,2,15,60,0
123,332,5,2,1991,10,85,2,10,60,0
0,332,5,3,1991,0,0,0,0,0,1
64,332,6,1,1992,5,80,4,15,50,0
41,332,6,2,1992,7,85,1,15,50,0
0,332,6,3,1992,0,0,0,0,0,1
16,333,1,1,1993,5,90,2,10,50,0
277,333,1,2,1993,5,90,3,15,70,0
0,333,1,3,1993,0,0,0,0,0,1
238,333,2,1,1994,5,85,3,10,70,0
283,333,2,2,1994,5,85,4,15,70,0
0,333,2,3,1994,0,0,0,0,0,1
