profileID,respID,qID,altID,obsID,enrollment_cash,occurrence_cash,monthly_occurrence,lower_bound,guaranteed_threshold,no_choice
31,302,4,1,1810,200,10,2,20,60,0
481,302,4,2,1810,50,2,1,20,80,0
0,302,4,3,1810,0,0,0,0,0,1
412,302,5,1,1811,300,10,1,40,70,0
16,302,5,2,1811,300,15,1,20,60,0
0,302,5,3,1811,0,0,0,0,0,1
185,302,6,1,1812,50,5,2,40,60,0
43,302,6,2,1812,200,2,3,20,60,0
0,302,6,3,1812,0,0,0,0,0,1
646,303,1,1,1813,100,5,1,40,80,0
589,303,1,2,1813,50,10,2,30,80,0
0,303,1,3,1813,0,0,0,0,0,1
185,303,2,1,1814,50,5,2,40,60,0
389,303,2,2,1814,50,10,4,30,70,0
0,303,2,3,1814,0,0,0,0,0,1
531,303,3,1,1815,200,10,3,20,80,0
431,303,3,2,1815,200,10,2,40,70,0
0,303,3,3,1815,0,0,0,0,0,1
597,303,4,1,1816,50,20,2,30,80,0
133,303,4,2,1816,50,15,3,30,60,0
0,303,4,3,1816,0,0,0,0,0,1
402,303,5,1,1817,100,2,1,40,70,0
106,303,5,2,1817,100,5,2,30,60,0
0,303,5,3,1817,0,0,0,0,0,1
155,303,6,1,1818,200,15,4,30,60,0
388,303,6,2,1818,300,5,4,30,70,0
0,303,6,3,1818,0,0,0,0,0,1
17,304,1,1,1819,50,20,1,20,60,0
552,304,1,2,1819,300,10,4,20,80,0
0,304,1,3,1819,0,0,0,0,0,1
363,304,2,1,1820,200,2,3,30,70,0
37,304,2,2,1820,50,20,2,20,60,0
0,304,2,3,1820,0,0,0,0,0,1
502,304,3,1,1821,100,2,2,20,80,0
642,304,3,2,1821,100,2,1,40,80,0
0,304,3,3,1821,0,0,0,0,0,1
720,304,4,1,1822,300,20,4,40,80,0
409,304,4,2,1822,50,10,1,40,70,0
0,304,4,3,1822,0,0,0,0,0,1
324,304,5,1,1823,300,2,1,30,70,0
698,304,5,2,1823,100,20,3,40,80,0
0,304,5,3,1823,0,0,0,0,0,1
390,304,6,1,1824,100,10,4,30,70,0
613,304,6,2,1824,50,15,3,30,80,0
0,304,6,3,1824,0,0,0,0,0,1
276,305,1,1,1825,300,15,2,20,70,0
310,305,1,2,1825,100,10,4,20,70,0
0,305,1,3,1825,0,0,0,0,0,1
590,305,2,1,1826,100,10,2,30,80,0
534,305,2,2,1826,100,15,3,20,80,0
0,305,2,3,1826,0,0,0,0,0,1
127,305,3,1,1827,200,5,3,30,60,0
670,305,3,2,1827,100,10,2,40,80,0
0,305,3,3,1827,0,0,0,0,0,1
224,305,4,1,1828,300,2,4,40,60,0
280,305,4,2,1828,300,20,2,20,70,0
0,305,4,3,1828,0,0,0,0,0,1
510,305,5,1,1829,100,10,2,20,80,0
596,305,5,2,1829,300,15,2,30,80,0
0,305,5,3,1829,0,0,0,0,0,1
451,305,6,1,1830,200,10,3,40,70,0
170,305,6,2,1830,100,10,1,40,60,0
0,305,6,3,1830,0,0,0,0,0,1
598,306,1,1,1831,100,20,2,30,80,0
282,306,1,2,1831,100,2,3,20,70,0
0,306,1,3,1831,0,0,0,0,0,1
599,306,2,1,1832,200,20,2,30,80,0
135,306,2,2,1832,200,15,3,30,60,0
0,306,2,3,1832,0,0,0,0,0,1
276,306,3,1,1833,300,15,2,20,70,0
695,306,3,2,1833,200,15,3,40,80,0
0,306,3,3,1833,0,0,0,0,0,1
212,306,4,1,1834,300,10,3,40,60,0
589,306,4,2,1834,50,10,2,30,80,0
0,306,4,3,1834,0,0,0,0,0,1
491,306,5,1,1835,200,10,1,20,80,0
394,306,5,2,1835,100,15,4,30,70,0
0,306,5,3,1835,0,0,0,0,0,1
393,306,6,1,1836,50,15,4,30,70,0
627,306,6,2,1836,200,5,4,30,80,0
0,306,6,3,1836,0,0,0,0,0,1
461,307,1,1,1837,50,2,4,40,70,0
53,307,1,2,1837,50,15,3,20,60,0
0,307,1,3,1837,0,0,0,0,0,1
628,307,2,1,1838,300,5,4,30,80,0
334,307,2,2,1838,100,15,1,30,70,0
0,307,2,3,1838,0,0,0,0,0,1
112,307,3,1,1839,300,10,2,30,60,0
572,307,3,2,1839,300,10,1,30,80,0
0,307,3,3,1839,0,0,0,0,0,1
321,307,4,1,1840,50,2,1,30,70,0
710,307,4,2,1840,100,10,4,40,80,0
0,307,4,3,1840,0,0,0,0,0,1
360,307,5,1,1841,300,20,2,30,70,0
413,307,5,2,1841,50,15,1,40,70,0
0,307,5,3,1841,0,0,0,0,0,1
559,307,6,1,1842,200,20,4,20,80,0
452,307,6,2,1842,300,10,3,40,70,0
0,307,6,3,1842,0,0,0,0,0,1
440,308,1,1,1843,300,20,2,40,70,0
69,308,1,2,1843,50,10,4,20,60,0
0,308,1,3,1843,0,0,0,0,0,1
670,308,2,1,1844,100,10,2,40,80,0
555,308,2,2,1844,200,15,4,20,80,0
0,308,2,3,1844,0,0,0,0,0,1
659,308,3,1,1845,200,20,1,40,80,0
107,308,3,2,1845,200,5,2,30,60,0
0,308,3,3,1845,0,0,0,0,0,1
474,308,4,1,1846,100,15,4,40,70,0
51,308,4,2,1846,200,10,3,20,60,0
0,308,4,3,1846,0,0,0,0,0,1
575,308,5,1,1847,200,15,1,30,80,0
52,308,5,2,1847,300,10,3,20,60,0
0,308,5,3,1847,0,0,0,0,0,1
118,308,6,1,1848,100,20,2,30,60,0
710,308,6,2,1848,100,10,4,40,80,0
0,308,6,3,1848,0,0,0,0,0,1
671,309,1,1,1849,200,10,2,40,80,0
697,309,1,2,1849,50,20,3,40,80,0
0,309,1,3,1849,0,0,0,0,0,1
679,309,2,1,1850,200,20,2,40,80,0
341,309,2,2,1850,50,2,2,30,70,0
0,309,2,3,1850,0,0,0,0,0,1
611,309,3,1,1851,200,10,3,30,80,0
597,309,3,2,1851,50,20,2,30,80,0
0,309,3,3,1851,0,0,0,0,0,1
97,309,4,1,1852,50,20,1,30,60,0
693,309,4,2,1852,50,15,3,40,80,0
0,309,4,3,1852,0,0,0,0,0,1
116,309,5,1,1853,300,15,2,30,60,0
33,309,5,2,1853,50,15,2,20,60,0
0,309,5,3,1853,0,0,0,0,0,1
31,309,6,1,1854,200,10,2,20,60,0
122,309,6,2,1854,100,2,3,30,60,0
0,309,6,3,1854,0,0,0,0,0,1
264,310,1,1,1855,300,2,2,20,70,0
47,310,1,2,1855,200,5,3,20,60,0
0,310,1,3,1855,0,0,0,0,0,1
457,310,2,1,1856,50,20,3,40,70,0
80,310,2,2,1856,300,20,4,20,60,0
0,310,2,3,1856,0,0,0,0,0,1
560,310,3,1,1857,300,20,4,20,80,0
198,310,3,2,1857,100,20,2,40,60,0
0,310,3,3,1857,0,0,0,0,0,1
31,310,4,1,1858,200,10,2,20,60,0
349,310,4,2,1858,50,10,2,30,70,0
0,310,4,3,1858,0,0,0,0,0,1
166,310,5,1,1859,100,5,1,40,60,0
354,310,5,2,1859,100,15,2,30,70,0
0,310,5,3,1859,0,0,0,0,0,1
668,310,6,1,1860,300,5,2,40,80,0
715,310,6,2,1860,200,15,4,40,80,0
0,310,6,3,1860,0,0,0,0,0,1
82,311,1,1,1861,100,2,1,30,60,0
496,311,1,2,1861,300,15,1,20,80,0
0,311,1,3,1861,0,0,0,0,0,1
557,311,2,1,1862,50,20,4,20,80,0
390,311,2,2,1862,100,10,4,30,70,0
0,311,2,3,1862,0,0,0,0,0,1
314,311,3,1,1863,100,15,4,20,70,0
381,311,3,2,1863,50,2,4,30,70,0
0,311,3,3,1863,0,0,0,0,0,1
715,311,4,1,1864,200,15,4,40,80,0
466,311,4,2,1864,100,5,4,40,70,0
0,311,4,3,1864,0,0,0,0,0,1
472,311,5,1,1865,300,10,4,40,70,0
282,311,5,2,1865,100,2,3,20,70,0
0,311,5,3,1865,0,0,0,0,0,1
76,311,6,1,1866,300,15,4,20,60,0
176,311,6,2,1866,300,15,1,40,60,0
0,311,6,3,1866,0,0,0,0,0,1
425,312,1,1,1867,50,5,2,40,70,0
688,312,1,2,1867,300,5,3,40,80,0
0,312,1,3,1867,0,0,0,0,0,1
315,312,2,1,1868,200,15,4,20,70,0
71,312,2,2,1868,200,10,4,20,60,0
0,312,2,3,1868,0,0,0,0,0,1
136,312,3,1,1869,300,15,3,30,60,0
51,312,3,2,1869,200,10,3,20,60,0
0,312,3,3,1869,0,0,0,0,0,1
601,312,4,1,1870,50,2,3,30,80,0
713,312,4,2,1870,50,15,4,40,80,0
0,312,4,3,1870,0,0,0,0,0,1
103,312,5,1,1871,200,2,2,30,60,0
326,312,5,2,1871,100,5,1,30,70,0
0,312,5,3,1871,0,0,0,0,0,1
231,312,6,1,1872,200,10,4,40,60,0
600,312,6,2,1872,300,20,2,30,80,0
0,312,6,3,1872,0,0,0,0,0,1
220,313,1,1,1873,300,20,3,40,60,0
664,313,1,2,1873,300,2,2,40,80,0
0,313,1,3,1873,0,0,0,0,0,1
224,313,2,1,1874,300,2,4,40,60,0
441,313,2,2,1874,50,2,3,40,70,0
0,313,2,3,1874,0,0,0,0,0,1
26,313,3,1,1875,100,5,2,20,60,0
360,313,3,2,1875,300,20,2,30,70,0
0,313,3,3,1875,0,0,0,0,0,1
682,313,4,1,1876,100,2,3,40,80,0
616,313,4,2,1876,300,15,3,30,80,0
0,313,4,3,1876,0,0,0,0,0,1
75,313,5,1,1877,200,15,4,20,60,0
96,313,5,2,1877,300,15,1,30,60,0
0,313,5,3,1877,0,0,0,0,0,1
63,313,6,1,1878,200,2,4,20,60,0
507,313,6,2,1878,200,5,2,20,80,0
0,313,6,3,1878,0,0,0,0,0,1
673,314,1,1,1879,50,15,2,40,80,0
143,314,1,2,1879,200,2,4,30,60,0
0,314,1,3,1879,0,0,0,0,0,1
505,314,2,1,1880,50,5,2,20,80,0
215,314,2,2,1880,200,15,3,40,60,0
0,314,2,3,1880,0,0,0,0,0,1
208,314,3,1,1881,300,5,3,40,60,0
237,314,3,2,1881,50,20,4,40,60,0
0,314,3,3,1881,0,0,0,0,0,1
539,314,4,1,1882,200,20,3,20,80,0
459,314,4,2,1882,200,20,3,40,70,0
0,314,4,3,1882,0,0,0,0,0,1
348,314,5,1,1883,300,5,2,30,70,0
45,314,5,2,1883,50,5,3,20,60,0
0,314,5,3,1883,0,0,0,0,0,1
427,314,6,1,1884,200,5,2,40,70,0
456,314,6,2,1884,300,15,3,40,70,0
0,314,6,3,1884,0,0,0,0,0,1
214,315,1,1,1885,100,15,3,40,60,0
317,315,1,2,1885,50,20,4,20,70,0
0,315,1,3,1885,0,0,0,0,0,1
622,315,2,1,1886,100,2,4,30,80,0
629,315,2,2,1886,50,10,4,30,80,0
0,315,2,3,1886,0,0,0,0,0,1
653,315,3,1,1887,50,15,1,40,80,0
348,315,3,2,1887,300,5,2,30,70,0
0,315,3,3,1887,0,0,0,0,0,1
597,315,4,1,1888,50,20,2,30,80,0
603,315,4,2,1888,200,2,3,30,80,0
0,315,4,3,1888,0,0,0,0,0,1
246,315,5,1,1889,100,5,1,20,70,0
357,315,5,2,1889,50,20,2,30,70,0
0,315,5,3,1889,0,0,0,0,0,1
392,315,6,1,1890,300,10,4,30,70,0
172,315,6,2,1890,300,10,1,40,60,0
0,315,6,3,1890,0,0,0,0,0,1
645,316,1,1,1891,50,5,1,40,80,0
58,316,1,2,1891,100,20,3,20,60,0
0,316,1,3,1891,0,0,0,0,0,1
35,316,2,1,1892,200,15,2,20,60,0
680,316,2,2,1892,300,20,2,40,80,0
0,316,2,3,1892,0,0,0,0,0,1
692,316,3,1,1893,300,10,3,40,80,0
422,316,3,2,1893,100,2,2,40,70,0
0,316,3,3,1893,0,0,0,0,0,1
478,316,4,1,1894,100,20,4,40,70,0
164,316,4,2,1894,300,2,1,40,60,0
0,316,4,3,1894,0,0,0,0,0,1
307,316,5,1,1895,200,5,4,20,70,0
2,316,5,2,1895,100,2,1,20,60,0
0,316,5,3,1895,0,0,0,0,0,1
110,316,6,1,1896,100,10,2,30,60,0
362,316,6,2,1896,100,2,3,30,70,0
0,316,6,3,1896,0,0,0,0,0,1
220,317,1,1,1897,300,20,3,40,60,0
230,317,1,2,1897,100,10,4,40,60,0
0,317,1,3,1897,0,0,0,0,0,1
116,317,2,1,1898,300,15,2,30,60,0
566,317,2,2,1898,100,5,1,30,80,0
0,317,2,3,1898,0,0,0,0,0,1
599,317,3,1,1899,200,20,2,30,80,0
536,317,3,2,1899,300,15,3,20,80,0
0,317,3,3,1899,0,0,0,0,0,1
397,317,4,1,1900,50,20,4,30,70,0
305,317,4,2,1900,50,5,4,20,70,0
0,317,4,3,1900,0,0,0,0,0,1
151,317,5,1,1901,200,10,4,30,60,0
4,317,5,2,1901,300,2,1,20,60,0
0,317,5,3,1901,0,0,0,0,0,1
328,317,6,1,1902,300,5,1,30,70,0
294,317,6,2,1902,100,15,3,20,70,0
0,317,6,3,1902,0,0,0,0,0,1
485,318,1,1,1903,50,5,1,20,80,0
42,318,1,2,1903,100,2,3,20,60,0
0,318,1,3,1903,0,0,0,0,0,1
194,318,2,1,1904,100,15,2,40,60,0
298,318,2,2,1904,100,20,3,20,70,0
0,318,2,3,1904,0,0,0,0,0,1
480,318,3,1,1905,300,20,4,40,70,0
512,318,3,2,1905,300,10,2,20,80,0
0,318,3,3,1905,0,0,0,0,0,1
711,318,4,1,1906,200,10,4,40,80,0
5,318,4,2,1906,50,5,1,20,60,0
0,318,4,3,1906,0,0,0,0,0,1
149,318,5,1,1907,50,10,4,30,60,0
408,318,5,2,1907,300,5,1,40,70,0
0,318,5,3,1907,0,0,0,0,0,1
345,318,6,1,1908,50,5,2,30,70,0
279,318,6,2,1908,200,20,2,20,70,0
0,318,6,3,1908,0,0,0,0,0,1
227,319,1,1,1909,200,5,4,40,60,0
373,319,1,2,1909,50,15,3,30,70,0
0,319,1,3,1909,0,0,0,0,0,1
399,319,2,1,1910,200,20,4,30,70,0
174,319,2,2,1910,100,15,1,40,60,0
0,319,2,3,1910,0,0,0,0,0,1
188,319,3,1,1911,300,5,2,40,60,0
632,319,3,2,1911,300,10,4,30,80,0
0,319,3,3,1911,0,0,0,0,0,1
638,319,4,1,1912,100,20,4,30,80,0
662,319,4,2,1912,100,2,2,40,80,0
0,319,4,3,1912,0,0,0,0,0,1
220,319,5,1,1913,300,20,3,40,60,0
108,319,5,2,1913,300,5,2,30,60,0
0,319,5,3,1913,0,0,0,0,0,1
288,319,6,1,1914,300,5,3,20,70,0
66,319,6,2,1914,100,5,4,20,60,0
0,319,6,3,1914,0,0,0,0,0,1
131,320,1,1,1915,200,10,3,30,60,0
19,320,1,2,1915,200,20,1,20,60,0
0,320,1,3,1915,0,0,0,0,0,1
644,320,2,1,1916,300,2,1,40,80,0
55,320,2,2,1916,200,15,3,20,60,0
0,320,2,3,1916,0,0,0,0,0,1
27,320,3,1,1917,200,5,2,20,60,0
162,320,3,2,1917,100,2,1,40,60,0
0,320,3,3,1917,0,0,0,0,0,1
577,320,4,1,1918,50,20,1,30,80,0
199,320,4,2,1918,200,20,2,40,60,0
0,320,4,3,1918,0,0,0,0,0,1
601,320,5,1,1919,50,2,3,30,80,0
284,320,5,2,1919,300,2,3,20,70,0
0,320,5,3,1919,0,0,0,0,0,1
701,320,6,1,1920,50,2,4,40,80,0
542,320,6,2,1920,100,2,4,20,80,0
0,320,6,3,1920,0,0,0,0,0,1
607,321,1,1,1921,200,5,3,30,80,0
600,321,1,2,1921,300,20,2,30,80,0
0,321,1,3,1921,0,0,0,0,0,1
627,321,2,1,1922,200,5,4,30,80,0
107,321,2,2,1922,200,5,2,30,60,0
0,321,2,3,1922,0,0,0,0,0,1
377,321,3,1,1923,50,20,3,30,70,0
34,321,3,2,1923,100,15,2,20,60,0
0,321,3,3,1923,0,0,0,0,0,1
34,321,4,1,1924,100,15,2,20,60,0
275,321,4,2,1924,200,15,2,20,70,0
0,321,4,3,1924,0,0,0,0,0,1
626,321,5,1,1925,100,5,4,30,80,0
719,321,5,2,1925,200,20,4,40,80,0
0,321,5,3,1925,0,0,0,0,0,1
551,321,6,1,1926,200,10,4,20,80,0
669,321,6,2,1926,50,10,2,40,80,0
0,321,6,3,1926,0,0,0,0,0,1
719,322,1,1,1927,200,20,4,40,80,0
362,322,1,2,1927,100,2,3,30,70,0
0,322,1,3,1927,0,0,0,0,0,1
169,322,2,1,1928,50,10,1,40,60,0
210,322,2,2,1928,100,10,3,40,60,0
0,322,2,3,1928,0,0,0,0,0,1
474,322,3,1,1929,100,15,4,40,70,0
641,322,3,2,1929,50,2,1,40,80,0
0,322,3,3,1929,0,0,0,0,0,1
617,322,4,1,1930,50,20,3,30,80,0
80,322,4,2,1930,300,20,4,20,60,0
0,322,4,3,1930,0,0,0,0,0,1
158,322,5,1,1931,100,20,4,30,60,0
239,322,5,2,1931,200,20,4,40,60,0
0,322,5,3,1931,0,0,0,0,0,1
504,322,6,1,1932,300,2,2,20,80,0
552,322,6,2,1932,300,10,4,20,80,0
0,322,6,3,1932,0,0,0,0,0,1
692,323,1,1,1933,300,10,3,40,80,0
425,323,1,2,1933,50,5,2,40,70,0
0,323,1,3,1933,0,0,0,0,0,1
557,323,2,1,1934,50,20,4,20,80,0
206,323,2,2,1934,100,5,3,40,60,0
0,323,2,3,1934,0,0,0,0,0,1
176,323,3,1,1935,300,15,1,40,60,0
516,323,3,2,1935,300,15,2,20,80,0
0,323,3,3,1935,0,0,0,0,0,1
39,323,4,1,1936,200,20,2,20,60,0
364,323,4,2,1936,300,2,3,30,70,0
0,323,4,3,1936,0,0,0,0,0,1
80,323,5,1,1937,300,20,4,20,60,0
201,323,5,2,1937,50,2,3,40,60,0
0,323,5,3,1937,0,0,0,0,0,1
335,323,6,1,1938,200,15,1,30,70,0
695,323,6,2,1938,200,15,3,40,80,0
0,323,6,3,1938,0,0,0,0,0,1
530,324,1,1,1939,100,10,3,20,80,0
317,324,1,2,1939,50,20,4,20,70,0
0,324,1,3,1939,0,0,0,0,0,1
583,324,2,1,1940,200,2,2,30,80,0
577,324,2,2,1940,50,20,1,30,80,0
0,324,2,3,1940,0,0,0,0,0,1
524,324,3,1,1941,300,2,3,20,80,0
317,324,3,2,1941,50,20,4,20,70,0
0,324,3,3,1941,0,0,0,0,0,1
259,324,4,1,1942,200,20,1,20,70,0
384,324,4,2,1942,300,2,4,30,70,0
0,324,4,3,1942,0,0,0,0,0,1
514,324,5,1,1943,100,15,2,20,80,0
706,324,5,2,1943,100,5,4,40,80,0
0,324,5,3,1943,0,0,0,0,0,1
165,324,6,1,1944,50,5,1,40,60,0
111,324,6,2,1944,200,10,2,30,60,0
0,324,6,3,1944,0,0,0,0,0,1
314,325,1,1,1945,100,15,4,20,70,0
347,325,1,2,1945,200,5,2,30,70,0
0,325,1,3,1945,0,0,0,0,0,1
499,325,2,1,1946,200,20,1,20,80,0
691,325,2,2,1946,200,10,3,40,80,0
0,325,2,3,1946,0,0,0,0,0,1
481,325,3,1,1947,50,2,1,20,80,0
492,325,3,2,1947,300,10,1,20,80,0
0,325,3,3,1947,0,0,0,0,0,1
299,325,4,1,1948,200,20,3,20,70,0
421,325,4,2,1948,50,2,2,40,70,0
0,325,4,3,1948,0,0,0,0,0,1
486,325,5,1,1949,100,5,1,20,80,0
68,325,5,2,1949,300,5,4,20,60,0
0,325,5,3,1949,0,0,0,0,0,1
83,325,6,1,1950,200,2,1,30,60,0
508,325,6,2,1950,300,5,2,20,80,0
0,325,6,3,1950,0,0,0,0,0,1
443,326,1,1,1951,200,2,3,40,70,0
632,326,1,2,1951,300,10,4,30,80,0
0,326,1,3,1951,0,0,0,0,0,1
569,326,2,1,1952,50,10,1,30,80,0
411,326,2,2,1952,200,10,1,40,70,0
0,326,2,3,1952,0,0,0,0,0,1
301,326,3,1,1953,50,2,4,20,70,0
251,326,3,2,1953,200,10,1,20,70,0
0,326,3,3,1953,0,0,0,0,0,1
361,326,4,1,1954,50,2,3,30,70,0
610,326,4,2,1954,100,10,3,30,80,0
0,326,4,3,1954,0,0,0,0,0,1
154,326,5,1,1955,100,15,4,30,60,0
234,326,5,2,1955,100,15,4,40,60,0
0,326,5,3,1955,0,0,0,0,0,1
266,326,6,1,1956,100,5,2,20,70,0
233,326,6,2,1956,50,15,4,40,60,0
0,326,6,3,1956,0,0,0,0,0,1
30,327,1,1,1957,100,10,2,20,60,0
501,327,1,2,1957,50,2,2,20,80,0
0,327,1,3,1957,0,0,0,0,0,1
121,327,2,1,1958,50,2,3,30,60,0
711,327,2,2,1958,200,10,4,40,80,0
0,327,2,3,1958,0,0,0,0,0,1
530,327,3,1,1959,100,10,3,20,80,0
113,327,3,2,1959,50,15,2,30,60,0
0,327,3,3,1959,0,0,0,0,0,1
172,327,4,1,1960,300,10,1,40,60,0
542,327,4,2,1960,100,2,4,20,80,0
0,327,4,3,1960,0,0,0,0,0,1
483,327,5,1,1961,200,2,1,20,80,0
655,327,5,2,1961,200,15,1,40,80,0
0,327,5,3,1961,0,0,0,0,0,1
614,327,6,1,1962,100,15,3,30,80,0
170,327,6,2,1962,100,10,1,40,60,0
0,327,6,3,1962,0,0,0,0,0,1
682,328,1,1,1963,100,2,3,40,80,0
6,328,1,2,1963,100,5,1,20,60,0
0,328,1,3,1963,0,0,0,0,0,1
169,328,2,1,1964,50,10,1,40,60,0
211,328,2,2,1964,200,10,3,40,60,0
0,328,2,3,1964,0,0,0,0,0,1
662,328,3,1,1965,100,2,2,40,80,0
265,328,3,2,1965,50,5,2,20,70,0
0,328,3,3,1965,0,0,0,0,0,1
494,328,4,1,1966,100,15,1,20,80,0
112,328,4,2,1966,300,10,2,30,60,0
0,328,4,3,1966,0,0,0,0,0,1
678,328,5,1,1967,100,20,2,40,80,0
350,328,5,2,1967,100,10,2,30,70,0
0,328,5,3,1967,0,0,0,0,0,1
587,328,6,1,1968,200,5,2,30,80,0
388,328,6,2,1968,300,5,4,30,70,0
0,328,6,3,1968,0,0,0,0,0,1
461,329,1,1,1969,50,2,4,40,70,0
182,329,1,2,1969,100,2,2,40,60,0
0,329,1,3,1969,0,0,0,0,0,1
34,329,2,1,1970,100,15,2,20,60,0
75,329,2,2,1970,200,15,4,20,60,0
0,329,2,3,1970,0,0,0,0,0,1
114,329,3,1,1971,100,15,2,30,60,0
9,329,3,2,1971,50,10,1,20,60,0
0,329,3,3,1971,0,0,0,0,0,1
473,329,4,1,1972,50,15,4,40,70,0
551,329,4,2,1972,200,10,4,20,80,0
0,329,4,3,1972,0,0,0,0,0,1
309,329,5,1,1973,50,10,4,20,70,0
143,329,5,2,1973,200,2,4,30,60,0
0,329,5,3,1973,0,0,0,0,0,1
136,329,6,1,1974,300,15,3,30,60,0
522,329,6,2,1974,100,2,3,20,80,0
0,329,6,3,1974,0,0,0,0,0,1
96,330,1,1,1975,300,15,1,30,60,0
572,330,1,2,1975,300,10,1,30,80,0
0,330,1,3,1975,0,0,0,0,0,1
614,330,2,1,1976,100,15,3,30,80,0
256,330,2,2,1976,300,15,1,20,70,0
0,330,2,3,1976,0,0,0,0,0,1
299,330,3,1,1977,200,20,3,20,70,0
217,330,3,2,1977,50,20,3,40,60,0
0,330,3,3,1977,0,0,0,0,0,1
21,330,4,1,1978,50,2,2,20,60,0
107,330,4,2,1978,200,5,2,30,60,0
0,330,4,3,1978,0,0,0,0,0,1
38,330,5,1,1979,100,20,2,20,60,0
91,330,5,2,1979,200,10,1,30,60,0
0,330,5,3,1979,0,0,0,0,0,1
161,330,6,1,1980,50,2,1,40,60,0
668,330,6,2,1980,300,5,2,40,80,0
0,330,6,3,1980,0,0,0,0,0,1
227,331,1,1,1981,200,5,4,40,60,0
594,331,1,2,1981,100,15,2,30,80,0
0,331,1,3,1981,0,0,0,0,0,1
453,331,2,1,1982,50,15,3,40,70,0
113,331,2,2,1982,50,15,2,30,60,0
0,331,2,3,1982,0,0,0,0,0,1
113,331,3,1,1983,50,15,2,30,60,0
371,331,3,2,1983,200,10,3,30,70,0
0,331,3,3,1983,0,0,0,0,0,1
717,331,4,1,1984,50,20,4,40,80,0
678,331,4,2,1984,100,20,2,40,80,0
0,331,4,3,1984,0,0,0,0,0,1
459,331,5,1,1985,200,20,3,40,70,0
464,331,5,2,1985,300,2,4,40,70,0
0,331,5,3,1985,0,0,0,0,0,1
387,331,6,1,1986,200,5,4,30,70,0
691,331,6,2,1986,200,10,3,40,80,0
0,331,6,3,1986,0,0,0,0,0,1
428,332,1,1,1987,300,5,2,40,70,0
280,332,1,2,1987,300,20,2,20,70,0
0,332,1,3,1987,0,0,0,0,0,1
238,332,2,1,1988,100,20,4,40,60,0
143,332,2,2,1988,200,2,4,30,60,0
0,332,2,3,1988,0,0,0,0,0,1
698,332,3,1,1989,100,20,3,40,80,0
540,332,3,2,1989,300,20,3,20,80,0
0,332,3,3,1989,0,0,0,0,0,1
373,332,4,1,1990,50,15,3,30,70,0
655,332,4,2,1990,200,15,1,40,80,0
0,332,4,3,1990,0,0,0,0,0,1
623,332,5,1,1991,200,2,4,30,80,0
513,332,5,2,1991,50,15,2,20,80,0
0,332,5,3,1991,0,0,0,0,0,1
666,332,6,1,1992,100,5,2,40,80,0
41,332,6,2,1992,50,2,3,20,60,0
0,332,6,3,1992,0,0,0,0,0,1
710,333,1,1,1993,100,10,4,40,80,0
131,333,1,2,1993,200,10,3,30,60,0
0,333,1,3,1993,0,0,0,0,0,1
340,333,2,1,1994,300,20,1,30,70,0
228,333,2,2,1994,300,5,4,40,60,0
0,333,2,3,1994,0,0,0,0,0,1
307,333,3,1,1995,200,5,4,20,70,0
23,333,3,2,1995,200,2,2,20,60,0
0,333,3,3,1995,0,0,0,0,0,1
557,333,4,1,1996,50,20,4,20,80,0
403,333,4,2,1996,200,2,1,40,70,0
0,333,4,3,1996,0,0,0,0,0,1
408,333,5,1,1997,300,5,1,40,70,0
4,333,5,2,1997,300,2,1,20,60,0
0,333,5,3,1997,0,0,0,0,0,1
167,333,6,1,1998,200,5,1,40,60,0
619,333,6,2,1998,200,20,3,30,80,0
0,333,6,3,1998,0,0,0,0,0,1
281,334,1,1,1999,50,2,3,20,70,0
158,334,1,2,1999,100,20,4,30,60,0
0,334,1,3,1999,0,0,0,0,0,1
555,334,2,1,2000,200,15,4,20,80,0
364,334,2,2,2000,300,2,3,30,70,0
0,334,2,3,2000,0,0,0,0,0,1
646,334,3,1,2001,100,5,1,40,80,0
315,334,3,2,2001,200,15,4,20,70,0
0,334,3,3,2001,0,0,0,0,0,1
265,334,4,1,2002,50,5,2,20,70,0
335,334,4,2,2002,200,15,1,30,70,0
0,334,4,3,2002,0,0,0,0,0,1
422,334,5,1,2003,100,2,2,40,70,0
442,334,5,2,2003,100,2,3,40,70,0
0,334,5,3,2003,0,0,0,0,0,1
185,334,6,1,2004,50,5,2,40,60,0
356,334,6,2,2004,300,15,2,30,70,0
0,334,6,3,2004,0,0,0,0,0,1
719,335,1,1,2005,200,20,4,40,80,0
219,335,1,2,2005,200,20,3,40,60,0
0,335,1,3,2005,0,0,0,0,0,1
344,335,2,1,2006,300,2,2,30,70,0
231,335,2,2,2006,200,10,4,40,60,0
0,335,2,3,2006,0,0,0,0,0,1
524,335,3,1,2007,300,2,3,20,80,0
587,335,3,2,2007,200,5,2,30,80,0
0,335,3,3,2007,0,0,0,0,0,1
719,335,4,1,2008,200,20,4,40,80,0
484,335,4,2,2008,300,2,1,20,80,0
0,335,4,3,2008,0,0,0,0,0,1
281,335,5,1,2009,50,2,3,20,70,0
680,335,5,2,2009,300,20,2,40,80,0
0,335,5,3,2009,0,0,0,0,0,1
665,335,6,1,2010,50,5,2,40,80,0
29,335,6,2,2010,50,10,2,20,60,0
0,335,6,3,2010,0,0,0,0,0,1
678,336,1,1,2011,100,20,2,40,80,0
106,336,1,2,2011,100,5,2,30,60,0
