profileID,respID,qID,altID,obsID,enrollment_cash,monthly_cash,override,minimum_threshold,guaranteed_threshold,no_choice
663,2600,1,2,11995,200,2,1,40,80,0
0,2600,1,3,11995,0,0,0,0,0,1
585,2600,2,1,11996,50,5,1,30,80,0
375,2600,2,2,11996,200,15,3,30,70,0
0,2600,2,3,11996,0,0,0,0,0,1
158,2600,3,1,11997,100,20,5,30,60,0
353,2600,3,2,11997,50,15,1,30,70,0
0,2600,3,3,11997,0,0,0,0,0,1
711,2600,4,1,11998,200,10,5,40,80,0
92,2600,4,2,11998,300,10,0,30,60,0
0,2600,4,3,11998,0,0,0,0,0,1
599,2600,5,1,11999,200,20,1,30,80,0
515,2600,5,2,11999,200,15,1,20,80,0
0,2600,5,3,11999,0,0,0,0,0,1
191,2600,6,1,12000,200,10,1,40,60,0
643,2600,6,2,12000,200,2,0,40,80,0
0,2600,6,3,12000,0,0,0,0,0,1
170,2601,1,1,12001,100,10,0,40,60,0
37,2601,1,2,12001,50,20,1,20,60,0
0,2601,1,3,12001,0,0,0,0,0,1
164,2601,2,1,12002,300,2,0,40,60,0
270,2601,2,2,12002,100,10,1,20,70,0
0,2601,2,3,12002,0,0,0,0,0,1
94,2601,3,1,12003,100,15,0,30,60,0
549,2601,3,2,12003,50,10,5,20,80,0
0,2601,3,3,12003,0,0,0,0,0,1
297,2601,4,1,12004,50,20,3,20,70,0
173,2601,4,2,12004,50,15,0,40,60,0
0,2601,4,3,12004,0,0,0,0,0,1
256,2601,5,1,12005,300,15,0,20,70,0
90,2601,5,2,12005,100,10,0,30,60,0
0,2601,5,3,12005,0,0,0,0,0,1
672,2601,6,1,12006,300,10,1,40,80,0
338,2601,6,2,12006,100,20,0,30,70,0
0,2601,6,3,12006,0,0,0,0,0,1
417,2602,1,1,12007,50,20,0,40,70,0
522,2602,1,2,12007,100,2,3,20,80,0
0,2602,1,3,12007,0,0,0,0,0,1
253,2602,2,1,12008,50,15,0,20,70,0
164,2602,2,2,12008,300,2,0,40,60,0
0,2602,2,3,12008,0,0,0,0,0,1
691,2602,3,1,12009,200,10,3,40,80,0
261,2602,3,2,12009,50,2,1,20,70,0
0,2602,3,3,12009,0,0,0,0,0,1
501,2602,4,1,12010,50,2,1,20,80,0
444,2602,4,2,12010,300,2,3,40,70,0
0,2602,4,3,12010,0,0,0,0,0,1
153,2602,5,1,12011,50,15,5,30,60,0
629,2602,5,2,12011,50,10,5,30,80,0
0,2602,5,3,12011,0,0,0,0,0,1
400,2602,6,1,12012,300,20,5,30,70,0
38,2602,6,2,12012,100,20,1,20,60,0
0,2602,6,3,12012,0,0,0,0,0,1
11,2603,1,1,12013,200,10,0,20,60,0
584,2603,1,2,12013,300,2,1,30,80,0
0,2603,1,3,12013,0,0,0,0,0,1
613,2603,2,1,12014,50,15,3,30,80,0
645,2603,2,2,12014,50,5,0,40,80,0
0,2603,2,3,12014,0,0,0,0,0,1
120,2603,3,1,12015,300,20,1,30,60,0
541,2603,3,2,12015,50,2,5,20,80,0
0,2603,3,3,12015,0,0,0,0,0,1
243,2603,4,1,12016,200,2,0,20,70,0
700,2603,4,2,12016,300,20,3,40,80,0
0,2603,4,3,12016,0,0,0,0,0,1
302,2603,5,1,12017,100,2,5,20,70,0
625,2603,5,2,12017,50,5,5,30,80,0
0,2603,5,3,12017,0,0,0,0,0,1
438,2603,6,1,12018,100,20,1,40,70,0
622,2603,6,2,12018,100,2,5,30,80,0
0,2603,6,3,12018,0,0,0,0,0,1
230,2604,1,1,12019,100,10,5,40,60,0
600,2604,1,2,12019,300,20,1,30,80,0
0,2604,1,3,12019,0,0,0,0,0,1
173,2604,2,1,12020,50,15,0,40,60,0
116,2604,2,2,12020,300,15,1,30,60,0
0,2604,2,3,12020,0,0,0,0,0,1
173,2604,3,1,12021,50,15,0,40,60,0
282,2604,3,2,12021,100,2,3,20,70,0
0,2604,3,3,12021,0,0,0,0,0,1
205,2604,4,1,12022,50,5,3,40,60,0
507,2604,4,2,12022,200,5,1,20,80,0
0,2604,4,3,12022,0,0,0,0,0,1
250,2604,5,1,12023,100,10,0,20,70,0
581,2604,5,2,12023,50,2,1,30,80,0
0,2604,5,3,12023,0,0,0,0,0,1
503,2604,6,1,12024,200,2,1,20,80,0
399,2604,6,2,12024,200,20,5,30,70,0
0,2604,6,3,12024,0,0,0,0,0,1
177,2605,1,1,12025,50,20,0,40,60,0
162,2605,1,2,12025,100,2,0,40,60,0
0,2605,1,3,12025,0,0,0,0,0,1
628,2605,2,1,12026,300,5,5,30,80,0
448,2605,2,2,12026,300,5,3,40,70,0
0,2605,2,3,12026,0,0,0,0,0,1
636,2605,3,1,12027,300,15,5,30,80,0
89,2605,3,2,12027,50,10,0,30,60,0
0,2605,3,3,12027,0,0,0,0,0,1
426,2605,4,1,12028,100,5,1,40,70,0
573,2605,4,2,12028,50,15,0,30,80,0
0,2605,4,3,12028,0,0,0,0,0,1
160,2605,5,1,12029,300,20,5,30,60,0
370,2605,5,2,12029,100,10,3,30,70,0
0,2605,5,3,12029,0,0,0,0,0,1
552,2605,6,1,12030,300,10,5,20,80,0
522,2605,6,2,12030,100,2,3,20,80,0
0,2605,6,3,12030,0,0,0,0,0,1
431,2606,1,1,12031,200,10,1,40,70,0
372,2606,1,2,12031,300,10,3,30,70,0
0,2606,1,3,12031,0,0,0,0,0,1
101,2606,2,1,12032,50,2,1,30,60,0
56,2606,2,2,12032,300,15,3,20,60,0
0,2606,2,3,12032,0,0,0,0,0,1
200,2606,3,1,12033,300,20,1,40,60,0
611,2606,3,2,12033,200,10,3,30,80,0
0,2606,3,3,12033,0,0,0,0,0,1
708,2606,4,1,12034,300,5,5,40,80,0
493,2606,4,2,12034,50,15,0,20,80,0
0,2606,4,3,12034,0,0,0,0,0,1
335,2606,5,1,12035,200,15,0,30,70,0
37,2606,5,2,12035,50,20,1,20,60,0
0,2606,5,3,12035,0,0,0,0,0,1
473,2606,6,1,12036,50,15,5,40,70,0
614,2606,6,2,12036,100,15,3,30,80,0
0,2606,6,3,12036,0,0,0,0,0,1
649,2607,1,1,12037,50,10,0,40,80,0
602,2607,1,2,12037,100,2,3,30,80,0
0,2607,1,3,12037,0,0,0,0,0,1
239,2607,2,1,12038,200,20,5,40,60,0
664,2607,2,2,12038,300,2,1,40,80,0
0,2607,2,3,12038,0,0,0,0,0,1
441,2607,3,1,12039,50,2,3,40,70,0
78,2607,3,2,12039,100,20,5,20,60,0
0,2607,3,3,12039,0,0,0,0,0,1
435,2607,4,1,12040,200,15,1,40,70,0
388,2607,4,2,12040,300,5,5,30,70,0
0,2607,4,3,12040,0,0,0,0,0,1
525,2607,5,1,12041,50,5,3,20,80,0
314,2607,5,2,12041,100,15,5,20,70,0
0,2607,5,3,12041,0,0,0,0,0,1
666,2607,6,1,12042,100,5,1,40,80,0
274,2607,6,2,12042,100,15,1,20,70,0
0,2607,6,3,12042,0,0,0,0,0,1
358,2608,1,1,12043,100,20,1,30,70,0
463,2608,1,2,12043,200,2,5,40,70,0
0,2608,1,3,12043,0,0,0,0,0,1
75,2608,2,1,12044,200,15,5,20,60,0
459,2608,2,2,12044,200,20,3,40,70,0
0,2608,2,3,12044,0,0,0,0,0,1
250,2608,3,1,12045,100,10,0,20,70,0
226,2608,3,2,12045,100,5,5,40,60,0
0,2608,3,3,12045,0,0,0,0,0,1
306,2608,4,1,12046,100,5,5,20,70,0
349,2608,4,2,12046,50,10,1,30,70,0
0,2608,4,3,12046,0,0,0,0,0,1
88,2608,5,1,12047,300,5,0,30,60,0
94,2608,5,2,12047,100,15,0,30,60,0
0,2608,5,3,12047,0,0,0,0,0,1
467,2608,6,1,12048,200,5,5,40,70,0
144,2608,6,2,12048,300,2,5,30,60,0
0,2608,6,3,12048,0,0,0,0,0,1
207,2609,1,1,12049,200,5,3,40,60,0
441,2609,1,2,12049,50,2,3,40,70,0
0,2609,1,3,12049,0,0,0,0,0,1
476,2609,2,1,12050,300,15,5,40,70,0
410,2609,2,2,12050,100,10,0,40,70,0
0,2609,2,3,12050,0,0,0,0,0,1
208,2609,3,1,12051,300,5,3,40,60,0
167,2609,3,2,12051,200,5,0,40,60,0
0,2609,3,3,12051,0,0,0,0,0,1
64,2609,4,1,12052,300,2,5,20,60,0
154,2609,4,2,12052,100,15,5,30,60,0
0,2609,4,3,12052,0,0,0,0,0,1
686,2609,5,1,12053,100,5,3,40,80,0
340,2609,5,2,12053,300,20,0,30,70,0
0,2609,5,3,12053,0,0,0,0,0,1
222,2609,6,1,12054,100,2,5,40,60,0
495,2609,6,2,12054,200,15,0,20,80,0
0,2609,6,3,12054,0,0,0,0,0,1
192,2610,1,1,12055,300,10,1,40,60,0
381,2610,1,2,12055,50,2,5,30,70,0
0,2610,1,3,12055,0,0,0,0,0,1
471,2610,2,1,12056,200,10,5,40,70,0
476,2610,2,2,12056,300,15,5,40,70,0
0,2610,2,3,12056,0,0,0,0,0,1
706,2610,3,1,12057,100,5,5,40,80,0
704,2610,3,2,12057,300,2,5,40,80,0
0,2610,3,3,12057,0,0,0,0,0,1
580,2610,4,1,12058,300,20,0,30,80,0
595,2610,4,2,12058,200,15,1,30,80,0
0,2610,4,3,12058,0,0,0,0,0,1
144,2610,5,1,12059,300,2,5,30,60,0
310,2610,5,2,12059,100,10,5,20,70,0
0,2610,5,3,12059,0,0,0,0,0,1
539,2610,6,1,12060,200,20,3,20,80,0
16,2610,6,2,12060,300,15,0,20,60,0
0,2610,6,3,12060,0,0,0,0,0,1
63,2611,1,1,12061,200,2,5,20,60,0
120,2611,1,2,12061,300,20,1,30,60,0
0,2611,1,3,12061,0,0,0,0,0,1
696,2611,2,1,12062,300,15,3,40,80,0
517,2611,2,2,12062,50,20,1,20,80,0
0,2611,2,3,12062,0,0,0,0,0,1
661,2611,3,1,12063,50,2,1,40,80,0
377,2611,3,2,12063,50,20,3,30,70,0
0,2611,3,3,12063,0,0,0,0,0,1
600,2611,4,1,12064,300,20,1,30,80,0
289,2611,4,2,12064,50,10,3,20,70,0
0,2611,4,3,12064,0,0,0,0,0,1
151,2611,5,1,12065,200,10,5,30,60,0
579,2611,5,2,12065,200,20,0,30,80,0
0,2611,5,3,12065,0,0,0,0,0,1
641,2611,6,1,12066,50,2,0,40,80,0
532,2611,6,2,12066,300,10,3,20,80,0
0,2611,6,3,12066,0,0,0,0,0,1
463,2612,1,1,12067,200,2,5,40,70,0
299,2612,1,2,12067,200,20,3,20,70,0
0,2612,1,3,12067,0,0,0,0,0,1
298,2612,2,1,12068,100,20,3,20,70,0
498,2612,2,2,12068,100,20,0,20,80,0
0,2612,2,3,12068,0,0,0,0,0,1
301,2612,3,1,12069,50,2,5,20,70,0
586,2612,3,2,12069,100,5,1,30,80,0
0,2612,3,3,12069,0,0,0,0,0,1
136,2612,4,1,12070,300,15,3,30,60,0
144,2612,4,2,12070,300,2,5,30,60,0
0,2612,4,3,12070,0,0,0,0,0,1
311,2612,5,1,12071,200,10,5,20,70,0
335,2612,5,2,12071,200,15,0,30,70,0
0,2612,5,3,12071,0,0,0,0,0,1
522,2612,6,1,12072,100,2,3,20,80,0
638,2612,6,2,12072,100,20,5,30,80,0
0,2612,6,3,12072,0,0,0,0,0,1
158,2613,1,1,12073,100,20,5,30,60,0
6,2613,1,2,12073,100,5,0,20,60,0
0,2613,1,3,12073,0,0,0,0,0,1
584,2613,2,1,12074,300,2,1,30,80,0
433,2613,2,2,12074,50,15,1,40,70,0
0,2613,2,3,12074,0,0,0,0,0,1
25,2613,3,1,12075,50,5,1,20,60,0
292,2613,3,2,12075,300,10,3,20,70,0
0,2613,3,3,12075,0,0,0,0,0,1
692,2613,4,1,12076,300,10,3,40,80,0
372,2613,4,2,12076,300,10,3,30,70,0
0,2613,4,3,12076,0,0,0,0,0,1
550,2613,5,1,12077,100,10,5,20,80,0
702,2613,5,2,12077,100,2,5,40,80,0
0,2613,5,3,12077,0,0,0,0,0,1
601,2613,6,1,12078,50,2,3,30,80,0
129,2613,6,2,12078,50,10,3,30,60,0
0,2613,6,3,12078,0,0,0,0,0,1
214,2614,1,1,12079,100,15,3,40,60,0
457,2614,1,2,12079,50,20,3,40,70,0
0,2614,1,3,12079,0,0,0,0,0,1
558,2614,2,1,12080,100,20,5,20,80,0
256,2614,2,2,12080,300,15,0,20,70,0
0,2614,2,3,12080,0,0,0,0,0,1
149,2614,3,1,12081,50,10,5,30,60,0
612,2614,3,2,12081,300,10,3,30,80,0
0,2614,3,3,12081,0,0,0,0,0,1
510,2614,4,1,12082,100,10,1,20,80,0
546,2614,4,2,12082,100,5,5,20,80,0
0,2614,4,3,12082,0,0,0,0,0,1
412,2614,5,1,12083,300,10,0,40,70,0
241,2614,5,2,12083,50,2,0,20,70,0
0,2614,5,3,12083,0,0,0,0,0,1
260,2614,6,1,12084,300,20,0,20,70,0
241,2614,6,2,12084,50,2,0,20,70,0
0,2614,6,3,12084,0,0,0,0,0,1
81,2615,1,1,12085,50,2,0,30,60,0
326,2615,1,2,12085,100,5,0,30,70,0
0,2615,1,3,12085,0,0,0,0,0,1
208,2615,2,1,12086,300,5,3,40,60,0
384,2615,2,2,12086,300,2,5,30,70,0
0,2615,2,3,12086,0,0,0,0,0,1
567,2615,3,1,12087,200,5,0,30,80,0
21,2615,3,2,12087,50,2,1,20,60,0
0,2615,3,3,12087,0,0,0,0,0,1
177,2615,4,1,12088,50,20,0,40,60,0
551,2615,4,2,12088,200,10,5,20,80,0
0,2615,4,3,12088,0,0,0,0,0,1
497,2615,5,1,12089,50,20,0,20,80,0
214,2615,5,2,12089,100,15,3,40,60,0
0,2615,5,3,12089,0,0,0,0,0,1
221,2615,6,1,12090,50,2,5,40,60,0
346,2615,6,2,12090,100,5,1,30,70,0
0,2615,6,3,12090,0,0,0,0,0,1
712,2616,1,1,12091,300,10,5,40,80,0
694,2616,1,2,12091,100,15,3,40,80,0
0,2616,1,3,12091,0,0,0,0,0,1
236,2616,2,1,12092,300,15,5,40,60,0
610,2616,2,2,12092,100,10,3,30,80,0
0,2616,2,3,12092,0,0,0,0,0,1
492,2616,3,1,12093,300,10,0,20,80,0
107,2616,3,2,12093,200,5,1,30,60,0
0,2616,3,3,12093,0,0,0,0,0,1
482,2616,4,1,12094,100,2,0,20,80,0
418,2616,4,2,12094,100,20,0,40,70,0
0,2616,4,3,12094,0,0,0,0,0,1
120,2616,5,1,12095,300,20,1,30,60,0
181,2616,5,2,12095,50,2,1,40,60,0
0,2616,5,3,12095,0,0,0,0,0,1
81,2616,6,1,12096,50,2,0,30,60,0
18,2616,6,2,12096,100,20,0,20,60,0
0,2616,6,3,12096,0,0,0,0,0,1
244,2617,1,1,12097,300,2,0,20,70,0
423,2617,1,2,12097,200,2,1,40,70,0
0,2617,1,3,12097,0,0,0,0,0,1
44,2617,2,1,12098,300,2,3,20,60,0
108,2617,2,2,12098,300,5,1,30,60,0
0,2617,2,3,12098,0,0,0,0,0,1
69,2617,3,1,12099,50,10,5,20,60,0
548,2617,3,2,12099,300,5,5,20,80,0
0,2617,3,3,12099,0,0,0,0,0,1
228,2617,4,1,12100,300,5,5,40,60,0
711,2617,4,2,12100,200,10,5,40,80,0
0,2617,4,3,12100,0,0,0,0,0,1
508,2617,5,1,12101,300,5,1,20,80,0
407,2617,5,2,12101,200,5,0,40,70,0
0,2617,5,3,12101,0,0,0,0,0,1
175,2617,6,1,12102,200,15,0,40,60,0
439,2617,6,2,12102,200,20,1,40,70,0
0,2617,6,3,12102,0,0,0,0,0,1
467,2618,1,1,12103,200,5,5,40,70,0
468,2618,1,2,12103,300,5,5,40,70,0
0,2618,1,3,12103,0,0,0,0,0,1
399,2618,2,1,12104,200,20,5,30,70,0
173,2618,2,2,12104,50,15,0,40,60,0
0,2618,2,3,12104,0,0,0,0,0,1
53,2618,3,1,12105,50,15,3,20,60,0
564,2618,3,2,12105,300,2,0,30,80,0
0,2618,3,3,12105,0,0,0,0,0,1
533,2618,4,1,12106,50,15,3,20,80,0
140,2618,4,2,12106,300,20,3,30,60,0
0,2618,4,3,12106,0,0,0,0,0,1
237,2618,5,1,12107,50,20,5,40,60,0
492,2618,5,2,12107,300,10,0,20,80,0
0,2618,5,3,12107,0,0,0,0,0,1
377,2618,6,1,12108,50,20,3,30,70,0
145,2618,6,2,12108,50,5,5,30,60,0
0,2618,6,3,12108,0,0,0,0,0,1
686,2619,1,1,12109,100,5,3,40,80,0
501,2619,1,2,12109,50,2,1,20,80,0
0,2619,1,3,12109,0,0,0,0,0,1
59,2619,2,1,12110,200,20,3,20,60,0
375,2619,2,2,12110,200,15,3,30,70,0
0,2619,2,3,12110,0,0,0,0,0,1
497,2619,3,1,12111,50,20,0,20,80,0
382,2619,3,2,12111,100,2,5,30,70,0
0,2619,3,3,12111,0,0,0,0,0,1
460,2619,4,1,12112,300,20,3,40,70,0
192,2619,4,2,12112,300,10,1,40,60,0
0,2619,4,3,12112,0,0,0,0,0,1
661,2619,5,1,12113,50,2,1,40,80,0
710,2619,5,2,12113,100,10,5,40,80,0
0,2619,5,3,12113,0,0,0,0,0,1
399,2619,6,1,12114,200,20,5,30,70,0
406,2619,6,2,12114,100,5,0,40,70,0
0,2619,6,3,12114,0,0,0,0,0,1
276,2620,1,1,12115,300,15,1,20,70,0
584,2620,1,2,12115,300,2,1,30,80,0
0,2620,1,3,12115,0,0,0,0,0,1
302,2620,2,1,12116,100,2,5,20,70,0
77,2620,2,2,12116,50,20,5,20,60,0
0,2620,2,3,12116,0,0,0,0,0,1
398,2620,3,1,12117,100,20,5,30,70,0
680,2620,3,2,12117,300,20,1,40,80,0
0,2620,3,3,12117,0,0,0,0,0,1
282,2620,4,1,12118,100,2,3,20,70,0
79,2620,4,2,12118,200,20,5,20,60,0
0,2620,4,3,12118,0,0,0,0,0,1
238,2620,5,1,12119,100,20,5,40,60,0
460,2620,5,2,12119,300,20,3,40,70,0
0,2620,5,3,12119,0,0,0,0,0,1
562,2620,6,1,12120,100,2,0,30,80,0
533,2620,6,2,12120,50,15,3,20,80,0
0,2620,6,3,12120,0,0,0,0,0,1
27,2621,1,1,12121,200,5,1,20,60,0
154,2621,1,2,12121,100,15,5,30,60,0
0,2621,1,3,12121,0,0,0,0,0,1
673,2621,2,1,12122,50,15,1,40,80,0
384,2621,2,2,12122,300,2,5,30,70,0
0,2621,2,3,12122,0,0,0,0,0,1
101,2621,3,1,12123,50,2,1,30,60,0
211,2621,3,2,12123,200,10,3,40,60,0
0,2621,3,3,12123,0,0,0,0,0,1
247,2621,4,1,12124,200,5,0,20,70,0
720,2621,4,2,12124,300,20,5,40,80,0
0,2621,4,3,12124,0,0,0,0,0,1
219,2621,5,1,12125,200,20,3,40,60,0
311,2621,5,2,12125,200,10,5,20,70,0
0,2621,5,3,12125,0,0,0,0,0,1
97,2621,6,1,12126,50,20,0,30,60,0
164,2621,6,2,12126,300,2,0,40,60,0
0,2621,6,3,12126,0,0,0,0,0,1
632,2622,1,1,12127,300,10,5,30,80,0
173,2622,1,2,12127,50,15,0,40,60,0
0,2622,1,3,12127,0,0,0,0,0,1
308,2622,2,1,12128,300,5,5,20,70,0
181,2622,2,2,12128,50,2,1,40,60,0
0,2622,2,3,12128,0,0,0,0,0,1
396,2622,3,1,12129,300,15,5,30,70,0
479,2622,3,2,12129,200,20,5,40,70,0
0,2622,3,3,12129,0,0,0,0,0,1
50,2622,4,1,12130,100,10,3,20,60,0
166,2622,4,2,12130,100,5,0,40,60,0
0,2622,4,3,12130,0,0,0,0,0,1
358,2622,5,1,12131,100,20,1,30,70,0
151,2622,5,2,12131,200,10,5,30,60,0
0,2622,5,3,12131,0,0,0,0,0,1
526,2622,6,1,12132,100,5,3,20,80,0
56,2622,6,2,12132,300,15,3,20,60,0
0,2622,6,3,12132,0,0,0,0,0,1
516,2623,1,1,12133,300,15,1,20,80,0
436,2623,1,2,12133,300,15,1,40,70,0
0,2623,1,3,12133,0,0,0,0,0,1
376,2623,2,1,12134,300,15,3,30,70,0
527,2623,2,2,12134,200,5,3,20,80,0
0,2623,2,3,12134,0,0,0,0,0,1
573,2623,3,1,12135,50,15,0,30,80,0
158,2623,3,2,12135,100,20,5,30,60,0
0,2623,3,3,12135,0,0,0,0,0,1
675,2623,4,1,12136,200,15,1,40,80,0
57,2623,4,2,12136,50,20,3,20,60,0
0,2623,4,3,12136,0,0,0,0,0,1
427,2623,5,1,12137,200,5,1,40,70,0
575,2623,5,2,12137,200,15,0,30,80,0
0,2623,5,3,12137,0,0,0,0,0,1
395,2623,6,1,12138,200,15,5,30,70,0
472,2623,6,2,12138,300,10,5,40,70,0
0,2623,6,3,12138,0,0,0,0,0,1
631,2624,1,1,12139,200,10,5,30,80,0
381,2624,1,2,12139,50,2,5,30,70,0
0,2624,1,3,12139,0,0,0,0,0,1
596,2624,2,1,12140,300,15,1,30,80,0
453,2624,2,2,12140,50,15,3,40,70,0
0,2624,2,3,12140,0,0,0,0,0,1
638,2624,3,1,12141,100,20,5,30,80,0
230,2624,3,2,12141,100,10,5,40,60,0
0,2624,3,3,12141,0,0,0,0,0,1
34,2624,4,1,12142,100,15,1,20,60,0
400,2624,4,2,12142,300,20,5,30,70,0
0,2624,4,3,12142,0,0,0,0,0,1
521,2624,5,1,12143,50,2,3,20,80,0
163,2624,5,2,12143,200,2,0,40,60,0
0,2624,5,3,12143,0,0,0,0,0,1
193,2624,6,1,12144,50,15,1,40,60,0
309,2624,6,2,12144,50,10,5,20,70,0
0,2624,6,3,12144,0,0,0,0,0,1
340,2625,1,1,12145,300,20,0,30,70,0
230,2625,1,2,12145,100,10,5,40,60,0
0,2625,1,3,12145,0,0,0,0,0,1
668,2625,2,1,12146,300,5,1,40,80,0
654,2625,2,2,12146,100,15,0,40,80,0
0,2625,2,3,12146,0,0,0,0,0,1
715,2625,3,1,12147,200,15,5,40,80,0
201,2625,3,2,12147,50,2,3,40,60,0
0,2625,3,3,12147,0,0,0,0,0,1
709,2625,4,1,12148,50,10,5,40,80,0
195,2625,4,2,12148,200,15,1,40,60,0
0,2625,4,3,12148,0,0,0,0,0,1
352,2625,5,1,12149,300,10,1,30,70,0
77,2625,5,2,12149,50,20,5,20,60,0
0,2625,5,3,12149,0,0,0,0,0,1
167,2625,6,1,12150,200,5,0,40,60,0
136,2625,6,2,12150,300,15,3,30,60,0
0,2625,6,3,12150,0,0,0,0,0,1
454,2626,1,1,12151,100,15,3,40,70,0
102,2626,1,2,12151,100,2,1,30,60,0
0,2626,1,3,12151,0,0,0,0,0,1
377,2626,2,1,12152,50,20,3,30,70,0
111,2626,2,2,12152,200,10,1,30,60,0
0,2626,2,3,12152,0,0,0,0,0,1
60,2626,3,1,12153,300,20,3,20,60,0
287,2626,3,2,12153,200,5,3,20,70,0
0,2626,3,3,12153,0,0,0,0,0,1
517,2626,4,1,12154,50,20,1,20,80,0
270,2626,4,2,12154,100,10,1,20,70,0
0,2626,4,3,12154,0,0,0,0,0,1
527,2626,5,1,12155,200,5,3,20,80,0
266,2626,5,2,12155,100,5,1,20,70,0
0,2626,5,3,12155,0,0,0,0,0,1
294,2626,6,1,12156,100,15,3,20,70,0
226,2626,6,2,12156,100,5,5,40,60,0
0,2626,6,3,12156,0,0,0,0,0,1
693,2627,1,1,12157,50,15,3,40,80,0
530,2627,1,2,12157,100,10,3,20,80,0
0,2627,1,3,12157,0,0,0,0,0,1
314,2627,2,1,12158,100,15,5,20,70,0
604,2627,2,2,12158,300,2,3,30,80,0
0,2627,2,3,12158,0,0,0,0,0,1
135,2627,3,1,12159,200,15,3,30,60,0
90,2627,3,2,12159,100,10,0,30,60,0
0,2627,3,3,12159,0,0,0,0,0,1
281,2627,4,1,12160,50,2,3,20,70,0
699,2627,4,2,12160,200,20,3,40,80,0
0,2627,4,3,12160,0,0,0,0,0,1
629,2627,5,1,12161,50,10,5,30,80,0
534,2627,5,2,12161,100,15,3,20,80,0
0,2627,5,3,12161,0,0,0,0,0,1
134,2627,6,1,12162,100,15,3,30,60,0
498,2627,6,2,12162,100,20,0,20,80,0
0,2627,6,3,12162,0,0,0,0,0,1
339,2628,1,1,12163,200,20,0,30,70,0
170,2628,1,2,12163,100,10,0,40,60,0
0,2628,1,3,12163,0,0,0,0,0,1
105,2628,2,1,12164,50,5,1,30,60,0
365,2628,2,2,12164,50,5,3,30,70,0
0,2628,2,3,12164,0,0,0,0,0,1
509,2628,3,1,12165,50,10,1,20,80,0
368,2628,3,2,12165,300,5,3,30,70,0
0,2628,3,3,12165,0,0,0,0,0,1
62,2628,4,1,12166,100,2,5,20,60,0
32,2628,4,2,12166,300,10,1,20,60,0
0,2628,4,3,12166,0,0,0,0,0,1
709,2628,5,1,12167,50,10,5,40,80,0
91,2628,5,2,12167,200,10,0,30,60,0
0,2628,5,3,12167,0,0,0,0,0,1
510,2628,6,1,12168,100,10,1,20,80,0
676,2628,6,2,12168,300,15,1,40,80,0
0,2628,6,3,12168,0,0,0,0,0,1
276,2629,1,1,12169,300,15,1,20,70,0
80,2629,1,2,12169,300,20,5,20,60,0
0,2629,1,3,12169,0,0,0,0,0,1
40,2629,2,1,12170,300,20,1,20,60,0
524,2629,2,2,12170,300,2,3,20,80,0
0,2629,2,3,12170,0,0,0,0,0,1
282,2629,3,1,12171,100,2,3,20,70,0
204,2629,3,2,12171,300,2,3,40,60,0
0,2629,3,3,12171,0,0,0,0,0,1
44,2629,4,1,12172,300,2,3,20,60,0
129,2629,4,2,12172,50,10,3,30,60,0
0,2629,4,3,12172,0,0,0,0,0,1
522,2629,5,1,12173,100,2,3,20,80,0
222,2629,5,2,12173,100,2,5,40,60,0
0,2629,5,3,12173,0,0,0,0,0,1
158,2629,6,1,12174,100,20,5,30,60,0
631,2629,6,2,12174,200,10,5,30,80,0
0,2629,6,3,12174,0,0,0,0,0,1
641,2630,1,1,12175,50,2,0,40,80,0
349,2630,1,2,12175,50,10,1,30,70,0
0,2630,1,3,12175,0,0,0,0,0,1
443,2630,2,1,12176,200,2,3,40,70,0
201,2630,2,2,12176,50,2,3,40,60,0
0,2630,2,3,12176,0,0,0,0,0,1
136,2630,3,1,12177,300,15,3,30,60,0
457,2630,3,2,12177,50,20,3,40,70,0
0,2630,3,3,12177,0,0,0,0,0,1
285,2630,4,1,12178,50,5,3,20,70,0
123,2630,4,2,12178,200,2,3,30,60,0
0,2630,4,3,12178,0,0,0,0,0,1
383,2630,5,1,12179,200,2,5,30,70,0
599,2630,5,2,12179,200,20,1,30,80,0
0,2630,5,3,12179,0,0,0,0,0,1
91,2630,6,1,12180,200,10,0,30,60,0
488,2630,6,2,12180,300,5,0,20,80,0
0,2630,6,3,12180,0,0,0,0,0,1
406,2631,1,1,12181,100,5,0,40,70,0
264,2631,1,2,12181,300,2,1,20,70,0
0,2631,1,3,12181,0,0,0,0,0,1
104,2631,2,1,12182,300,2,1,30,60,0
710,2631,2,2,12182,100,10,5,40,80,0
0,2631,2,3,12182,0,0,0,0,0,1
74,2631,3,1,12183,100,15,5,20,60,0
203,2631,3,2,12183,200,2,3,40,60,0
0,2631,3,3,12183,0,0,0,0,0,1
488,2631,4,1,12184,300,5,0,20,80,0
384,2631,4,2,12184,300,2,5,30,70,0
0,2631,4,3,12184,0,0,0,0,0,1
167,2631,5,1,12185,200,5,0,40,60,0
650,2631,5,2,12185,100,10,0,40,80,0
0,2631,5,3,12185,0,0,0,0,0,1
4,2631,6,1,12186,300,2,0,20,60,0
526,2631,6,2,12186,100,5,3,20,80,0
0,2631,6,3,12186,0,0,0,0,0,1
662,2632,1,1,12187,100,2,1,40,80,0
351,2632,1,2,12187,200,10,1,30,70,0
0,2632,1,3,12187,0,0,0,0,0,1
528,2632,2,1,12188,300,5,3,20,80,0
120,2632,2,2,12188,300,20,1,30,60,0
