STARTED,IQ17_01,IQ17_02,IQ18,IQ18_04,IQ19,IQ19_06,IQ20,IQ20_06,IQ21,IQ21_01,IQ21_02,IQ21_03,IQ21_04,IQ21_05,IQ21_06,VG03,VG03_05,VG02,VG02_03,IN04,IN04_01,IN04_02,IN04_03,IN08,IN08_01,IN08_02,IN08_03,GI01_01,GI01_02,GI01_04,GI01_06,GI01_09,GI01_10,GC02_01,GC02_02,GC02_03,GC02_04,GC02_08,GC02_05,GC02_09,AT01_01,AT01_02,AT01_03,AT01_04,AT01_05,CN01_02,CN01_03,CN01_04,IC01_06,IC01_07,IC01_05,IC01_08,IC01_09,IC03_01,IC03_02,IC03_03,FI01_01,FI01_02,FI01_03,FI02_01,FI03_01,PI14,PI14_03,PI15,PI16,PI16_03,PI17,PI17_12,PI19,PI20,PI20_04,V107,V107_04,V109,V109_06,V110,V111,V111_05,V112_01,V106,V113,V113_07,V114,V115_01,V115_01a,V116,V202,V205,V205_04,V207,V207_06,V208,V209,V209_05,V210_01,V204,V211,V211_07,V212,V213_01,V213_01a,V214,V309,V301,V301_04,V304,V304_06,V305,V306,V306_05,V307_01,V302,V312,V312_07,V313,V314_01,V314_01a,V315,EQ02,EQ06,EQ07,EQ08,EQ09_01,EQ09_02,EQ09_03,EQ09_04,EQ09_05,EQ09_06,EQ10_01,EQ10_05,EQ10_06,EQ10_07,EQ10_08,EQ10_09,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME033,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,income,origin,PI21,check1,check2,check3,3checks,car_type,trial_name,charging 
2022-03-14 22:41:33,3,3,1,,1,,1,,-1,1,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,5,2,4,2,2,3,5,5,3,-1,2,5,4,5,-1,4,5,2,4,4,5,2,5,5,4,3,5,5,2,4,5,Being able to sell back to the grid,install costs,2,,2,1,,9,,1,1,,1,,3,,1,5,courtyard parking shared between a group of homes,8000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,1,-1,1,1,1,1,5,4,4,4,1,4,20,4,18,18,,14,3,9,27,20,26,15,25,66,34,12,33,16,36,69,26,63,,,,,,,,4,17,28,25,628,,2022-03-14 22:52:03,1,0,33,33,0,0,1.03,6,2,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:34,3,1,1,,1,,5,,1,2,1,1,1,1,1,,,,,1,1,2,1,1,1,2,1,4,5,2,4,3,4,3,5,5,5,-1,4,4,4,5,4,4,5,5,4,4,5,4,5,4,4,3,4,5,3,5,5,Managing when I wanted to charge the EV so able to manage financially,Not being able to access V2G,1,,6,1,,2,,2,1,,1,,3,,2,1,,3000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,-1,-1,-1,-1,-1,-1,2,3,3,4,1,4,17,9,21,43,,41,8,78,105,182,152,32,130,178,50,39,48,19,124,413,48,101,,,,,,,,6,20,31,83,1507,,2022-03-14 23:14:34,1,0,33,33,0,0,0.47,0,1,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:37,2,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,3,2,4,2,4,3,5,5,4,-1,3,4,4,4,4,4,-1,2,2,4,4,4,5,4,4,2,2,4,4,4,4,"Saving money, preventing the grid from crashing and peace of mind it is in control / organised ",Probably wrong but I feel like more frequent might reduce the battery life and also a bit uneasy putting something important like having enough charge to get from A to B in someone else's hands ,1,,3,1,,9,,2,2,,1,,2,,1,1,,11000,5,,,,,,1,1,1,,5,,1,1,,8000,1,,,,,,1,,,,,,,,,,,,,,,,,,3,1,1,1,-1,1,1,1,1,2,4,4,4,1,2,8,6,24,22,,17,6,21,26,26,20,14,19,60,37,23,29,23,55,176,37,58,,4,41,,,,,5,16,40,44,857,,2022-03-14 22:55:54,1,0,33,33,0,0,0.87,2,4,prolific,2,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:41:51,3,3,1,,1,,1,,1,2,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,4,3,4,2,3,2,3,4,3,-1,3,4,4,3,3,3,4,3,2,4,4,4,5,3,4,4,4,5,2,4,5,"That I can manage the time and rate of the charging, using the most economic time.  Also the possibility of getting something back on my electricity bill would be nice.",If it shortened the lifetime of the battery as they are expensive to replace.,2,,5,1,,12,Career related Diploma,2,2,,1,,6,20 years,3,1,,500,1,,,,,,1,1,1,,6,8,2,1,,3000,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,5,8,10,13,68,,26,7,21,54,28,43,21,20,65,58,15,40,21,51,157,66,114,,14,105,,,,,9,29,57,43,1163,,2022-03-14 23:01:14,1,0,33,33,0,0,0.63,0,3,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:53,2,1,1,,1,,4,,1,2,1,1,1,1,1,,,,,2,2,1,2,2,2,2,1,2,4,2,4,3,3,5,3,4,5,-1,4,4,5,4,5,5,4,4,2,2,4,4,5,4,4,2,4,4,3,4,5,You can manage it so it's on ur terms no restrictions ,Can't see any ,1,,3,1,,2,,1,1,,1,,3,,2,1,,4000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,-1,-1,-1,-1,-1,-1,4,3,3,4,1,4,5,11,10,27,,18,3,10,26,20,14,14,16,54,34,10,24,14,31,66,34,79,,,,,,,,3,32,35,34,624,,2022-03-14 22:52:17,1,0,33,33,0,0,1.08,7,2,prolific,3,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:54,1,1,1,,1,,4,,-1,1,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,5,4,4,4,4,4,2,2,4,3,-1,4,3,4,2,-1,3,4,4,4,4,4,4,5,2,4,4,4,4,2,4,4,Ability to sell electricity back to the grid at peak times - cost effectiveness in the long run. Plus backup power source for my house.,"Not knowing much about EV charging, it requires a lot of knowledge in order to be comfortable using it. Plus I would worry the battery life would be shorter.",1,,1,1,,7,,2,1,,1,,5,,3,2,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,-1,-1,-1,1,-1,-1,2,2,4,4,1,4,26,4,10,28,,16,24,11,34,23,35,19,11,51,31,19,21,15,45,110,145,170,,,,,,,,3,31,48,25,955,,2022-03-14 22:57:49,1,0,33,33,1,1,0.87,5,1,prolific,2,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:55,2,1,1,,1,,4,,1,2,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,5,2,4,1,3,1,5,5,3,-1,3,2,4,4,-1,4,-1,-1,2,4,5,5,5,-1,-1,2,4,5,3,4,5,That you can make the best of the peak/off peak costs of electricity - it uses the EV battery as storage and will top up when it's cheaper before selling it back to the grid at peak times which would be more expensive. You essentially profit from the electricity.,"I would worry about the battery life being shortened from the extra charging
Possibly lower charge level on the car if you need to make an emergency journey - could cause range issues",1,,2,2,,10,,2,1,,1,,3,,2,1,,7000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,-1,-1,-1,1,-1,-1,4,5,4,5,1,3,8,3,19,14,,11,3,11,22,13,11,16,73,36,25,58,20,11,27,135,25,39,,,,,,,,4,15,20,27,646,,2022-03-14 22:52:41,1,0,33,33,0,0,1.22,16,2,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:41:57,3,1,1,,1,,3,,2,2,2,1,1,1,1,,,,,3,2,2,2,3,2,2,2,4,5,2,4,2,4,2,4,5,3,-1,3,4,4,4,4,2,4,4,4,4,4,3,5,4,4,3,4,5,3,5,4,prolong the life of the battery by not continually charging,getting landlords permission to mount to the house,2,,3,2,,3,,2,2,,1,,5,,1,1,,10000,1,,,,,,1,1,1,,3,,1,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,2,2,2,4,4,4,4,1,5,9,6,14,111,,50,4,13,41,25,29,46,14,53,68,19,39,68,65,75,70,97,,24,51,,,,,12,19,32,51,1105,,2022-03-14 23:00:22,1,0,33,33,0,0,0.69,1,5,prolific,2,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:02,3,1,1,,1,,1,,-1,1,1,1,1,1,1,,,,,3,2,2,2,3,2,2,2,4,5,4,3,2,2,1,5,5,3,-1,4,5,-1,-1,-1,2,4,2,4,4,5,4,5,4,-1,2,5,5,-1,5,5,"If everyone is moving to EVs, then it makes sense that there will be a drain on electricity so if there are benefits from charging at different times then this is very attractive to me.  It makes sense to control this so that everyone is't charging at the same time.  As long as you can control this and have power when you need it, why not utilise times such as the middle of the night when other drains on power aren't happenign such as TV etc. ",I would need a charger which might be expensive?  Also I dont' have solar power so cannot give power back?  ,1,,4,1,,7,,2,2,,1,,3,,2,1,,8000,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,-1,-1,1,1,-1,-1,4,4,3,4,1,4,9,8,14,26,,22,6,19,42,17,23,23,13,46,41,15,74,22,67,188,36,58,,6,,,,,,6,20,32,34,867,,2022-03-14 22:56:29,1,0,33,33,0,0,0.83,1,2,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:10,3,2,1,,1,,1,,1,2,1,1,1,1,1,,,,,1,1,1,2,1,1,2,1,4,2,2,4,2,4,4,4,4,5,-1,4,3,4,4,-1,3,2,2,4,2,4,2,5,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,12,19,,17,5,18,18,20,31,17,24,22,31,21,22,15,37,,,,,,,,,,,,,,,346,,2022-03-14 22:47:56,0,0,19,19,0,0,1.02,7,5,prolific,,1.0,1.0,0.0,2.0,,,no_charger
2022-03-14 22:42:12,1,1,1,,1,,1,,-1,1,1,1,1,1,1,,,,,1,1,2,1,-1,1,1,1,4,4,-1,2,3,-1,2,4,5,4,-1,4,3,-1,-1,-1,2,-1,-1,4,4,-1,-1,5,-1,-1,4,4,4,3,4,-1,Don't know,Don't know,1,,3,2,,8,,2,2,,1,,4,,1,2,,,1,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,7,4,8,16,,13,3,7,6,7,6,6,14,40,25,6,17,12,22,39,36,37,,5,,,,,,2,19,33,23,413,,2022-03-14 22:49:05,1,0,33,33,1,1,1.66,37,3,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:19,2,1,1,,1,,2,,-1,1,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,4,3,4,4,2,3,4,4,3,-1,3,4,4,4,3,4,-1,4,4,4,4,4,5,-1,4,3,4,5,4,5,4,I like the idea of giving energy back to the grid and stop overloading the grid.,Not having control over the battery level in my car. ,1,,2,1,,10,,2,1,,1,,5,,2,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,-1,-1,-1,-1,-1,-1,3,3,2,4,1,2,7,3,16,23,,18,5,13,18,79,65,30,14,37,61,11,27,33,66,82,28,61,,,,,,,,7,13,36,29,782,,2022-03-14 22:55:21,1,0,33,33,0,0,0.94,6,6,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:25,2,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,3,4,5,3,2,3,3,3,4,-1,4,2,4,5,4,3,3,2,4,3,4,4,5,3,4,4,4,5,4,4,4,"I like the directional flow. Giving back when the power isn't needed in the car, or if it could help a shortage is an excellent feature. ",I wouldnt want to be capped if i had an important journey to make. Sometimes it is just necessary to need to charge fast and fully. ,1,,1,1,,3,,3,4,5,1,,2,,2,1,,7000,1,,,,,,1,1,1,,4,,1,1,,12000,1,,,,,,1,2,,,,,,,,,,,,,,,,,3,6,1,-1,-1,-1,1,-1,1,3,3,2,5,1,3,6,6,27,19,,19,12,9,35,24,17,10,36,91,55,9,24,15,44,108,39,70,,5,74,,6,,,5,14,26,40,845,,2022-03-14 22:56:30,1,0,33,33,0,0,0.93,5,5,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:43,1,1,1,,1,,1,,2,1,2,1,1,2,1,,,,,3,2,2,2,1,2,1,1,4,4,4,5,3,2,2,4,3,3,-1,4,3,4,4,3,3,4,3,4,4,4,4,5,3,5,4,4,4,4,4,4,I think it is a good idea for people and commoditites to work over a community level so we all work together for effiicencies in the systems we create and use to help everyone and conserve resources.,If my car wouldn't start when I needed it for work or to collect the kids or what have you.,2,,3,1,,9,,2,2,,1,,3,,1,2,,,1,,,,,,-1,1,1,,5,,1,1,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,1,1,1,2,3,3,-1,1,-1,7,5,15,21,,16,4,25,16,22,13,10,18,34,28,11,16,26,22,98,28,61,,8,27,,,,,7,13,16,28,595,,2022-03-14 22:52:38,1,0,33,33,2,2,1.16,12,3,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:42:45,5,4,1,,1,,1,,-1,1,1,1,1,1,1,,,,,3,2,2,2,3,2,2,2,3,5,1,2,2,4,4,5,5,5,-1,5,4,3,3,1,3,3,5,5,5,3,3,5,3,3,1,3,4,5,5,3,no idea is it cheaper?,it would reduce the lifespan of any battery using this technology,1,,4,2,,7,,1,1,,1,,4,,1,1,,5000,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,1,1,1,3,5,4,4,1,1,21,2,28,17,,23,4,14,23,17,22,49,21,29,27,45,17,10,31,54,28,51,,,,,,,,10,21,17,32,613,,2022-03-14 22:52:58,1,0,33,33,0,0,1.09,12,2,prolific,1,1.0,1.0,1.0,3.0,Hybrid,,no_charger
2022-03-14 22:42:46,1,1,1,,1,,5,,-1,1,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,5,4,4,5,2,2,1,5,5,2,-1,3,5,4,4,3,4,4,2,2,2,5,5,5,5,5,4,5,5,5,3,4,That power can be diverted back to the home in the case of a power cut.,Finances,1,,2,1,,9,,2,1,,1,,1,,5,1,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,-1,-1,-1,1,-1,-1,4,4,3,4,1,4,6,7,18,15,,20,44,34,41,26,35,14,12,48,37,13,24,14,37,76,47,60,,,,,,,,4,23,29,34,678,,2022-03-14 22:54:44,1,0,33,33,1,1,0.92,3,3,prolific,3,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:43:05,2,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,1,2,1,1,1,1,1,2,4,4,2,-1,4,-1,4,5,5,5,-1,5,5,4,4,-1,-1,-1,-1,4,4,-1,4,5,3,5,2,4,4,4,4,-1,Charges there and then. Can also be used in other areas.,Cost and set up. ,1,,2,1,,3,,2,2,,1,,4,,1,1,,6000,5,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,-1,-1,-1,-1,-1,-1,4,-1,-1,5,1,-1,5,6,18,16,,14,5,13,36,28,38,13,14,66,33,18,31,15,39,56,38,61,,8,,,,,,7,19,16,50,663,,2022-03-14 22:54:09,1,0,33,33,0,0,0.98,6,4,prolific,2,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:43:06,5,4,1,,2,,1,,2,2,1,1,1,1,2,,,,,2,2,2,1,1,1,1,2,4,4,3,-1,4,4,3,5,5,3,-1,4,5,4,4,-1,3,5,2,2,4,4,3,5,1,5,4,5,5,2,5,4,That it can manage the charge level of my car so that it charges during the cheaper rates ,"The fact it discharges the car at peak times, I would have some worry over using it in case I need to take an unplanned trip and the car was discharged and I didn't have enough charge for that trip ",2,,2,2,,10,,1,2,,2,,1,,1,1,,10000,4,6,,4,53,1,1,1,1,,4,,1,1,,15000,1,,,,,,1,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,4,5,4,4,1,4,3,2,15,18,,16,2,15,21,21,24,11,13,38,24,14,17,20,31,77,37,55,21,5,28,,,,,4,10,28,24,594,,2022-03-14 22:53:00,1,0,33,33,0,0,1.3,16,2,prolific,1,1.0,1.0,1.0,3.0,BEV,,uc
2022-03-14 22:43:18,2,2,1,,1,,1,,3,2,1,2,1,2,1,,,,,3,2,2,2,3,2,2,2,4,4,4,5,4,4,1,4,5,5,-1,5,4,4,4,4,4,3,4,4,4,4,4,5,4,5,2,3,4,4,4,4,"Reduce your running costs
Generate saving equivalent of the cost of driving 9000 miles
Similar costs to installing a fast charger
No impact on you daily ev charge needs","Battery degradation 
Up front cost
It is only as green as it's power saurces",2,,2,2,,9,,1,1,,1,,3,,1,2,,26000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,2,2,2,2,2,4,5,4,4,5,4,9,9,17,34,,27,5,11,17,6,29,4,22,102,83,29,17,20,36,231,44,87,,,,,,,,8,19,48,57,971,,2022-03-14 22:59:29,1,0,33,33,0,0,0.95,12,4,prolific,2,1.0,1.0,0.0,2.0,ICEV,,no_charger
2022-03-14 22:43:19,2,2,1,,2,,1,,-1,1,1,1,1,1,1,,,,,1,1,2,1,1,1,1,2,4,4,4,4,2,2,2,4,4,3,-1,4,4,4,4,4,3,4,4,3,4,3,3,5,2,3,4,4,4,5,5,5,If companies incentivize customers with lower rates for using power at off-peak times.,Having the correct technology,1,,4,1,,9,,3,2,,1,,5,,1,1,,8000,1,,,,,,1,1,2,,2,,1,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,,5,2,2,1,1,1,1,1,1,4,4,4,4,5,2,13,7,12,160,,25,8,22,44,17,13,13,27,60,39,120,21,20,31,375,47,91,,5,48,,,,,5,21,34,24,1060,,2022-03-14 23:05:01,1,0,33,33,0,0,0.82,4,5,prolific,1,1.0,1.0,0.0,2.0,ICEV,,uc
2022-03-14 22:43:29,2,2,1,,1,,1,,-1,1,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,2,4,4,4,2,4,3,5,5,4,-1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,-1,-1,-1,4,4,4,I'm not sure how this would work. If it is like data then that can be patchy.,Not being in the right area to receive this,2,,2,1,,8,,2,2,,1,,4,,1,1,,12000,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,-1,-1,1,1,1,1,4,-1,-1,3,1,4,5,3,9,14,,34,4,45,17,26,12,12,26,38,28,13,21,12,39,72,51,50,,7,,,,,,4,17,32,44,635,,2022-03-14 22:54:04,1,0,33,33,0,0,1.11,10,3,prolific,2,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:43:29,2,2,1,,1,,1,,-1,1,1,1,1,1,1,,,,,3,2,2,2,1,1,2,1,4,4,4,4,2,2,2,5,5,4,-1,4,5,4,-1,-1,3,3,4,4,4,4,4,5,-1,4,-1,4,5,5,5,5,You can time the charging. ,Battery not being ready when you need it ,1,,2,1,,10,,2,2,,1,,5,,1,1,,,5,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-1,-1,-1,-1,-1,-1,-1,4,4,4,1,4,19,3,17,20,,27,5,15,22,24,16,17,11,45,33,22,29,15,39,54,28,51,,5,,,,,,6,13,19,41,596,,2022-03-14 22:53:25,1,0,33,33,1,1,1.05,8,3,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:43:42,3,2,1,,1,,1,,-1,1,1,1,1,1,1,,,,,3,2,2,2,1,1,1,2,4,4,2,4,3,3,3,5,5,1,-1,5,3,4,3,2,-1,4,-1,4,4,2,4,5,-1,4,1,4,4,5,5,5,Putting unused energy back into the grid would help financially offset the running costs and also benefits the environment.,Extra charging and discharging of the battery may wear the battery faster. Also the possibility of the battery not having as much charge as expected.,1,,3,2,,10,,2,2,,1,,5,,1,1,,10000,1,,,,,,1,1,1,,5,,2,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,,3,1,1,-1,-1,-1,-1,-1,-1,3,4,4,4,1,4,6,5,12,19,,13,9,4,23,16,51,16,13,80,36,16,29,42,82,249,22,39,,8,24,,,,,5,10,49,29,907,,2022-03-14 22:58:49,1,0,33,33,0,0,1.07,13,5,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:43:53,1,1,1,,1,,1,,-1,1,1,1,1,1,1,,,,,2,2,2,1,3,2,2,2,4,4,4,4,4,2,1,4,4,3,-1,3,4,4,-1,3,4,-1,4,4,4,4,2,5,4,5,4,4,4,4,4,3,Being able to manage the rate of charging.,It not being charged when I got back to the car.,1,,2,1,,7,,1,1,,1,,3,,2,1,,7000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,-1,-1,1,1,1,1,2,3,3,3,1,3,8,4,11,19,,15,5,8,54,20,24,17,16,86,41,13,40,20,41,103,47,78,,,,,,,,5,30,41,42,788,,2022-03-14 22:57:02,1,0,33,33,0,0,0.9,3,3,prolific,2,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:43:53,2,2,1,,1,,1,,-1,1,1,1,1,1,1,,,,,2,2,1,2,3,2,2,2,-1,4,3,4,4,4,1,5,4,5,-1,5,2,4,4,5,-1,-1,4,5,4,5,-1,5,1,5,3,4,4,4,4,5,Energy consumption and {EM_HEAVY_DOLLAR_SIGN} ,Fear that my car would not have enough charge for a long journey ,3,Suburban,3,1,,8,,1,1,,1,,4,,2,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,1,1,1,1,1,1,2,4,3,4,1,4,4,2,8,18,,8,2,8,17,11,14,11,12,41,28,13,13,11,21,44,30,37,,,,,,,,2,15,18,24,412,,2022-03-14 22:50:45,1,0,33,33,0,0,1.62,31,2,prolific,2,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:43:58,1,1,1,,1,,5,,-1,1,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,5,4,5,2,4,3,5,5,3,-1,3,4,4,4,-1,2,-1,3,5,5,5,-1,5,-1,5,2,4,5,5,5,5,That it can return power to the grid at peak times to help manage supply,I would be worried about not having enough power for emergency journeys ,1,,3,1,,9,,2,1,,1,,5,,2,1,,4000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,-1,1,1,1,1,4,4,4,5,1,4,6,5,10,20,,30,4,19,27,19,28,16,13,45,26,16,49,24,49,116,42,63,,,,,,,,3,21,38,34,723,,2022-03-14 22:56:01,1,0,33,33,0,0,0.95,4,6,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
2022-03-14 22:44:00,1,1,1,,1,,2,,-1,1,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,3,4,3,4,2,4,3,4,4,3,-1,4,4,4,3,-1,3,-1,4,4,-1,4,4,5,-1,4,3,4,4,4,4,3,I think it's good I would have the opportunity to contribute to the grid if necessary and also make some money in the process.,If it would cause the battery to degrade quickly and need replacing,1,,3,1,,9,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,-1,-1,1,1,-1,1,3,4,4,4,1,4,81,7,19,37,,25,5,46,45,33,28,15,50,72,46,11,80,13,41,156,44,,,,,,,,,7,31,50,35,904,,2022-03-14 23:00:17,1,0,33,33,0,0,0.68,1,2,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:44:22,2,2,1,,1,,2,,1,1,2,1,1,1,1,,,,,2,2,2,1,2,2,2,1,2,5,3,3,5,4,4,5,5,4,-1,5,3,4,4,4,4,4,4,4,3,4,4,5,4,4,3,4,5,2,5,5,Being able to manage the time of charging.,The cost and if it had any hidden environmental impact that was negative. ,1,,2,1,,9,,3,3,,1,,5,,1,2,,,5,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,4,11,4,16,17,,13,4,9,28,67,9,7,33,50,26,68,47,11,19,72,36,29,,6,,,,,,4,12,18,32,648,,2022-03-14 22:55:10,1,0,33,33,1,1,1.19,16,5,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:44:25,1,1,1,,1,,1,,1,2,1,1,1,1,1,,,,,1,2,1,1,1,1,1,2,1,4,2,4,2,5,5,5,5,5,-1,5,5,5,5,5,5,5,4,4,4,-1,-1,5,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,14,16,,22,4,14,14,30,29,24,21,95,22,8,297,14,27,,,,,,,,,,,,,,,402,,2022-03-14 22:55:39,0,0,19,19,0,0,0.97,9,3,prolific,,1.0,1.0,0.0,2.0,,,no_charger
2022-03-14 22:44:26,1,1,1,,1,,2,,1,2,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,-1,5,2,4,-1,4,1,5,5,5,-1,4,3,-1,3,-1,3,-1,4,4,-1,4,4,5,-1,4,2,3,4,5,4,4,It is better for the grid as a whole and can offer a charge back. ,Worry about third parties having control and not being able to use car when need it ,1,,2,1,,9,,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,-1,-1,-1,1,-1,-1,4,4,4,3,1,4,2,2,8,13,,14,4,9,24,27,11,11,8,45,26,15,15,11,23,52,28,,,,,,,,,3,18,24,21,414,,2022-03-14 22:51:20,1,0,33,33,0,0,1.49,27,5,prolific,1,1.0,1.0,1.0,3.0,,,no_charger
2022-03-14 22:44:27,2,2,1,,1,,6,By car and then train,1,2,1,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,5,2,5,3,2,4,5,4,4,-1,4,5,-1,5,-1,5,5,2,2,2,5,5,5,5,5,5,5,5,4,4,5,That you can send power back when it is the most expensive or the most needed.,"Potentially as more cars come onto the system, there may not be quiet, cheaper times to charge.",2,,3,1,,9,,2,1,,1,,2,,4,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,-1,2,2,2,2,4,4,4,4,1,4,3,2,7,17,,35,4,14,27,23,25,17,15,41,33,11,23,31,31,78,29,58,,,,,,,,6,19,38,33,620,,2022-03-14 22:54:47,1,0,33,33,0,0,1.14,11,6,prolific,1,1.0,1.0,1.0,3.0,ICEV,,no_charger
